Chrom	Scaffold	Pos	Male_cM	Female_cM	cM
LG_3	Super-Scaffold_100004	14325180	25.379	20.043	22.711
LG_3	Super-Scaffold_100004	14238112	26.197	20.697	23.447
LG_3	Super-Scaffold_100004	14235076	26.197	21.023	23.61
LG_3	Super-Scaffold_100004	14224868	26.523	21.348	23.9355
LG_3	Super-Scaffold_100004	14166318	27.177	22.002	24.5895
LG_3	Super-Scaffold_100004	14162195	27.177	22.002	24.5895
LG_3	Super-Scaffold_100004	14129941	27.995	22.986	25.4905
LG_3	Super-Scaffold_100004	14083707	29.145	23.639	26.392
LG_3	Super-Scaffold_100004	14049035	29.47	23.965	26.7175
LG_3	Super-Scaffold_100004	14025423	30.62	25.615	28.1175
LG_3	Super-Scaffold_100004	14006042	31.438	26.434	28.936
LG_3	Super-Scaffold_100004	14005063	31.438	26.434	28.936
LG_3	Super-Scaffold_100004	13967228	33.089	28.084	30.5865
LG_3	Super-Scaffold_100004	13960659	33.251	28.41	30.8305
LG_3	Super-Scaffold_100004	13903081	34.235	29.228	31.7315
LG_3	Super-Scaffold_100004	13635219	39.359	33.994	36.6765
LG_3	Super-Scaffold_100004	13634987	39.359	33.994	36.6765
LG_3	Super-Scaffold_100004	13494945	42.37	36.15	39.26
LG_3	Super-Scaffold_100004	13479665	42.37	36.15	39.26
LG_3	Super-Scaffold_100004	13479615	42.37	36.15	39.26
LG_3	Super-Scaffold_100004	13439493	43.188	36.639	39.9135
LG_3	Super-Scaffold_100004	13306960	46.719	41.049	43.884
LG_3	Super-Scaffold_100004	13231188	48.202	42.032	45.117
LG_3	Super-Scaffold_100004	13226881	48.202	42.032	45.117
LG_3	Super-Scaffold_100004	13226880	48.202	42.032	45.117
LG_3	Super-Scaffold_100004	13201936	48.364	42.195	45.2795
LG_3	Super-Scaffold_100004	13171739	48.854	42.521	45.6875
LG_3	Super-Scaffold_100004	13162536	48.854	42.521	45.6875
LG_3	Super-Scaffold_100004	12950950	50.17	44.004	47.087
LG_3	Super-Scaffold_100004	12950859	50.17	44.004	47.087
LG_3	Super-Scaffold_100004	12950813	50.17	44.004	47.087
LG_3	Super-Scaffold_100004	12924440	50.17	44.166	47.168
LG_3	Super-Scaffold_100004	12924435	50.17	44.166	47.168
LG_3	Super-Scaffold_100004	12924431	50.17	44.166	47.168
LG_3	Super-Scaffold_100004	12910472	50.988	44.82	47.904
LG_3	Super-Scaffold_100004	12815898	52.304	45.969	49.1365
LG_3	Super-Scaffold_100004	12777521	52.466	45.969	49.2175
LG_3	Super-Scaffold_100004	12762307	52.466	45.969	49.2175
LG_3	Super-Scaffold_100004	12762299	52.466	45.969	49.2175
LG_3	Super-Scaffold_100004	12758814	52.466	45.969	49.2175
LG_3	Super-Scaffold_100004	12554202	52.466	45.969	49.2175
LG_3	Super-Scaffold_100004	12435272	57.232	49.326	53.279
LG_3	Super-Scaffold_100004	12415550	57.232	49.489	53.3605
LG_3	Super-Scaffold_100004	12386035	58.216	50.142	54.179
LG_3	Super-Scaffold_100004	12385800	58.216	50.142	54.179
LG_3	Super-Scaffold_100004	12346145	58.216	50.142	54.179
LG_3	Super-Scaffold_100004	12314208	58.216	50.142	54.179
LG_3	Super-Scaffold_100004	12314159	58.216	50.142	54.179
LG_3	Super-Scaffold_100004	12237311	58.216	50.142	54.179
LG_3	Super-Scaffold_100004	12190832	58.378	50.142	54.26
LG_3	Super-Scaffold_100004	11913768	60.197	51.625	55.911
LG_3	Super-Scaffold_100004	11913761	60.197	51.625	55.911
LG_3	Super-Scaffold_100004	11913708	60.197	51.625	55.911
LG_3	Super-Scaffold_100004	11913705	60.197	51.625	55.911
LG_3	Super-Scaffold_100004	11913692	60.197	51.625	55.911
LG_3	Super-Scaffold_100004	11913591	60.197	51.625	55.911
LG_3	Super-Scaffold_100004	11896045	60.85	52.279	56.5645
LG_3	Super-Scaffold_100004	11895894	60.85	52.279	56.5645
LG_3	Super-Scaffold_100004	11807343	61.668	52.768	57.218
LG_3	Super-Scaffold_100004	11779043	62.818	53.422	58.12
LG_3	Super-Scaffold_100004	11778948	62.818	53.422	58.12
LG_3	Super-Scaffold_100004	11732601	62.981	53.422	58.2015
LG_3	Super-Scaffold_100004	11732572	62.981	53.422	58.2015
LG_3	Super-Scaffold_100004	11641189	63.964	53.748	58.856
LG_3	Super-Scaffold_100004	11630382	63.964	53.748	58.856
LG_3	Super-Scaffold_100004	11630182	63.964	53.748	58.856
LG_3	Super-Scaffold_100004	11412611	66.975	57.453	62.214
LG_3	Super-Scaffold_100004	11412548	66.975	57.453	62.214
LG_3	Super-Scaffold_100004	11403016	67.301	57.779	62.54
LG_3	Super-Scaffold_100004	11400337	67.301	57.779	62.54
LG_3	Super-Scaffold_100004	11279928	68.784	58.928	63.856
LG_3	Super-Scaffold_100004	11232994	69.109	58.928	64.0185
LG_3	Super-Scaffold_100004	11204709	69.109	59.091	64.1
LG_3	Super-Scaffold_100004	11163996	69.435	59.417	64.426
LG_3	Super-Scaffold_100004	10962000	72.102	61.404	66.753
LG_3	Super-Scaffold_100004	10910575	72.102	61.566	66.834
LG_3	Super-Scaffold_100004	10908738	72.102	61.566	66.834
LG_3	Super-Scaffold_100004	10908566	72.102	61.729	66.9155
LG_3	Super-Scaffold_100004	10818264	73.086	62.712	67.899
LG_3	Super-Scaffold_100004	10818247	73.086	62.712	67.899
LG_3	Super-Scaffold_100004	10753240	73.904	62.712	68.308
LG_3	Super-Scaffold_100004	10602037	76.572	65.723	71.1475
LG_3	Super-Scaffold_100004	10491782	77.061	66.542	71.8015
LG_3	Super-Scaffold_100004	10234444	80.072	69.038	74.555
LG_3	Super-Scaffold_100004	10234443	80.072	69.038	74.555
LG_3	Super-Scaffold_100004	10234261	80.072	69.038	74.555
LG_3	Super-Scaffold_100004	9933047	85.016	72.743	78.8795
LG_3	Super-Scaffold_100004	9810322	85.506	73.069	79.2875
LG_3	Super-Scaffold_100004	9784493	86.159	74.053	80.106
LG_3	Super-Scaffold_100004	9784492	86.159	74.053	80.106
LG_3	Super-Scaffold_100004	9678471	88.146	75.202	81.674
LG_3	Super-Scaffold_100004	9678448	88.146	75.202	81.674
LG_3	Super-Scaffold_100004	9678405	88.146	75.202	81.674
LG_3	Super-Scaffold_100004	9678393	88.146	75.202	81.674
LG_3	Super-Scaffold_100004	9678303	88.146	75.202	81.674
LG_3	Super-Scaffold_100004	9659135	88.309	75.365	81.837
LG_3	Super-Scaffold_100004	9659122	88.309	75.365	81.837
LG_3	Super-Scaffold_100004	9659089	88.309	75.365	81.837
LG_3	Super-Scaffold_100004	9659070	88.309	75.365	81.837
LG_3	Super-Scaffold_100004	9630192	89.293	76.019	82.656
LG_3	Super-Scaffold_100004	9629981	89.293	76.181	82.737
LG_3	Super-Scaffold_100004	9450849	90.276	76.835	83.5555
LG_3	Super-Scaffold_100004	9450757	90.276	76.835	83.5555
LG_3	Super-Scaffold_100004	9212756	91.26	78.318	84.789
LG_3	Super-Scaffold_100004	9212752	91.26	78.318	84.789
LG_3	Super-Scaffold_100004	9212725	91.26	78.318	84.789
LG_3	Super-Scaffold_100004	9044955	94.617	80.814	87.7155
LG_3	Super-Scaffold_100004	9039221	94.943	80.976	87.9595
LG_3	Super-Scaffold_100004	8940960	95.761	81.795	88.778
LG_3	Super-Scaffold_100004	8882607	97.411	83.782	90.5965
LG_3	Super-Scaffold_100004	8765501	99.062	84.435	91.7485
LG_3	Super-Scaffold_100004	8757077	99.062	84.435	91.7485
LG_3	Super-Scaffold_100004	8756987	99.062	84.435	91.7485
LG_3	Super-Scaffold_100004	8744933	99.062	84.435	91.7485
LG_3	Super-Scaffold_100004	8744925	99.062	84.435	91.7485
LG_3	Super-Scaffold_100004	8651333	101.049	85.751	93.4
LG_3	Super-Scaffold_100004	8498449	103.375	88.077	95.726
LG_3	Super-Scaffold_100004	8393645	103.7	88.24	95.97
LG_3	Super-Scaffold_100004	8393627	103.7	88.24	95.97
LG_3	Super-Scaffold_100004	8393608	103.7	88.24	95.97
LG_3	Super-Scaffold_100004	8378874	105.016	88.403	96.7095
LG_3	Super-Scaffold_100004	8378870	105.016	88.403	96.7095
LG_3	Super-Scaffold_100004	8378862	105.016	88.403	96.7095
LG_3	Super-Scaffold_100004	8378851	105.016	88.403	96.7095
LG_3	Super-Scaffold_100004	8378847	105.016	88.403	96.7095
LG_3	Super-Scaffold_100004	8378842	105.016	88.403	96.7095
LG_3	Super-Scaffold_100004	8378837	105.016	88.565	96.7905
LG_3	Super-Scaffold_100004	8378793	106.166	88.891	97.5285
LG_3	Super-Scaffold_100004	8378792	106.491	89.053	97.772
LG_3	Super-Scaffold_100004	8378778	106.491	89.053	97.772
LG_3	Super-Scaffold_100004	8378774	106.491	89.053	97.772
LG_3	Super-Scaffold_100004	8378766	106.491	89.053	97.772
LG_3	Super-Scaffold_100004	8378750	106.654	89.053	97.8535
LG_3	Super-Scaffold_100004	8378721	106.98	89.053	98.0165
LG_3	Super-Scaffold_100004	8361654	108.296	89.379	98.8375
LG_3	Super-Scaffold_100004	8313703	109.445	90.363	99.904
LG_3	Super-Scaffold_100004	8281515	109.608	90.363	99.9855
LG_3	Super-Scaffold_100004	8276180	109.608	90.363	99.9855
LG_3	Super-Scaffold_100004	8273501	109.77	90.363	100.0665
LG_3	Super-Scaffold_100004	8273455	109.77	90.363	100.0665
LG_3	Super-Scaffold_100004	8213261	109.77	90.363	100.0665
LG_3	Super-Scaffold_100004	8213220	109.77	90.363	100.0665
LG_3	Super-Scaffold_100004	8213219	109.77	90.363	100.0665
LG_3	Super-Scaffold_100004	8153776	110.92	90.852	100.886
LG_3	Super-Scaffold_100004	8153689	110.92	90.852	100.886
LG_3	Super-Scaffold_100004	8153667	110.92	90.852	100.886
LG_3	Super-Scaffold_100004	8153627	110.92	90.852	100.886
LG_3	Super-Scaffold_100004	8085704	112.236	92.002	102.119
LG_3	Super-Scaffold_100004	8085633	112.236	92.002	102.119
LG_3	Super-Scaffold_100004	8066989	113.219	92.655	102.937
LG_3	Super-Scaffold_100004	7911779	115.716	94.812	105.264
LG_3	Super-Scaffold_100004	7812553	116.369	94.812	105.5905
LG_3	Super-Scaffold_100004	7810235	116.532	94.812	105.672
LG_3	Super-Scaffold_100004	7810192	116.532	94.812	105.672
LG_3	Super-Scaffold_100004	7662423	118.015	95.795	106.905
LG_3	Super-Scaffold_100004	7495147	120.682	98.634	109.658
LG_3	Super-Scaffold_100004	7450103	120.845	98.634	109.7395
LG_3	Super-Scaffold_100004	7450077	120.845	98.634	109.7395
LG_3	Super-Scaffold_100004	7450050	120.845	98.634	109.7395
LG_3	Super-Scaffold_100004	7450014	120.845	98.634	109.7395
LG_3	Super-Scaffold_100004	7449999	120.845	98.634	109.7395
LG_3	Super-Scaffold_100004	7449984	120.845	98.634	109.7395
LG_3	Super-Scaffold_100004	7449966	120.845	98.634	109.7395
LG_3	Super-Scaffold_100004	7449957	120.845	98.634	109.7395
LG_3	Super-Scaffold_100004	7310619	122.832	100.452	111.642
LG_3	Super-Scaffold_100004	7310550	122.832	100.452	111.642
LG_3	Super-Scaffold_100004	7310545	122.832	100.452	111.642
LG_3	Super-Scaffold_100004	7310539	122.832	100.452	111.642
LG_3	Super-Scaffold_100004	7310523	122.832	100.452	111.642
LG_3	Super-Scaffold_100004	7310516	122.832	100.452	111.642
LG_3	Super-Scaffold_100004	7273227	123.157	100.778	111.9675
LG_3	Super-Scaffold_100004	7272937	123.157	100.778	111.9675
LG_3	Super-Scaffold_100004	7272917	123.157	100.778	111.9675
LG_3	Super-Scaffold_100004	7244477	123.483	100.778	112.1305
LG_3	Super-Scaffold_100004	7244476	123.483	100.778	112.1305
LG_3	Super-Scaffold_100004	7153446	123.646	100.778	112.212
LG_3	Super-Scaffold_100004	7024397	124.135	101.104	112.6195
LG_3	Super-Scaffold_100004	7024388	124.135	101.104	112.6195
LG_3	Super-Scaffold_100004	7018172	124.135	101.104	112.6195
LG_3	Super-Scaffold_100004	6890621	127.146	103.943	115.5445
LG_3	Super-Scaffold_100004	6852449	127.8	104.432	116.116
LG_3	Super-Scaffold_100004	6852427	127.8	104.432	116.116
LG_3	Super-Scaffold_100004	6852270	127.8	104.432	116.116
LG_3	Super-Scaffold_100004	6851939	127.8	104.758	116.279
LG_3	Super-Scaffold_100004	6593710	130.467	107.084	118.7755
LG_3	Super-Scaffold_100004	6579925	130.467	107.573	119.02
LG_3	Super-Scaffold_100004	6579875	130.467	107.573	119.02
LG_3	Super-Scaffold_100004	6579829	130.467	107.573	119.02
LG_3	Super-Scaffold_100004	6538331	132.117	108.889	120.503
LG_3	Super-Scaffold_100004	6538281	132.117	108.889	120.503
LG_3	Super-Scaffold_100004	6538193	132.117	108.889	120.503
LG_3	Super-Scaffold_100004	6512809	132.117	109.215	120.666
LG_3	Super-Scaffold_100004	6512762	132.117	109.377	120.747
LG_3	Super-Scaffold_100004	6284121	134.274	111.364	122.819
LG_3	Super-Scaffold_100004	6284118	134.274	111.364	122.819
LG_3	Super-Scaffold_100004	6284116	134.274	111.364	122.819
LG_3	Super-Scaffold_100004	6230964	134.599	111.527	123.063
LG_3	Super-Scaffold_100004	5893403	136.586	113.01	124.798
LG_3	Super-Scaffold_100004	5871136	137.57	113.828	125.699
LG_3	Super-Scaffold_100004	5870987	137.57	113.828	125.699
LG_3	Super-Scaffold_100004	5870950	137.57	113.828	125.699
LG_3	Super-Scaffold_100004	5870930	137.57	113.828	125.699
LG_3	Super-Scaffold_100004	5870812	137.57	113.991	125.7805
LG_3	Super-Scaffold_100004	5870767	137.57	113.991	125.7805
LG_3	Super-Scaffold_100004	5870755	137.57	113.991	125.7805
LG_3	Super-Scaffold_100004	5870728	137.57	113.991	125.7805
LG_3	Super-Scaffold_100004	5870681	137.57	113.991	125.7805
LG_3	Super-Scaffold_100004	5870644	137.57	113.991	125.7805
LG_3	Super-Scaffold_100004	5857029	137.57	113.991	125.7805
LG_3	Super-Scaffold_100004	5856923	137.57	113.991	125.7805
LG_3	Super-Scaffold_100004	5856913	137.57	113.991	125.7805
LG_3	Super-Scaffold_100004	5856833	137.57	113.991	125.7805
LG_3	Super-Scaffold_100004	5696897	139.22	115.809	127.5145
LG_3	Super-Scaffold_100004	5696818	139.22	115.809	127.5145
LG_3	Super-Scaffold_100004	5595731	139.22	115.809	127.5145
LG_3	Super-Scaffold_100004	5595716	139.22	115.809	127.5145
LG_3	Super-Scaffold_100004	5555858	139.71	115.809	127.7595
LG_3	Super-Scaffold_100004	5555836	139.71	115.809	127.7595
LG_3	Super-Scaffold_100004	5555823	139.71	115.809	127.7595
LG_3	Super-Scaffold_100004	5555817	139.71	115.809	127.7595
LG_3	Super-Scaffold_100004	5555810	139.71	115.809	127.7595
LG_3	Super-Scaffold_100004	5555768	139.71	115.809	127.7595
LG_3	Super-Scaffold_100004	5555766	139.71	115.809	127.7595
LG_3	Super-Scaffold_100004	5555760	139.71	115.809	127.7595
LG_3	Super-Scaffold_100004	5505056	140.528	115.809	128.1685
LG_3	Super-Scaffold_100004	5505002	140.528	115.809	128.1685
LG_3	Super-Scaffold_100004	5504940	140.528	115.809	128.1685
LG_3	Super-Scaffold_100004	5504935	140.528	115.809	128.1685
LG_3	Super-Scaffold_100004	5504905	140.528	115.809	128.1685
LG_3	Super-Scaffold_100004	5504869	140.528	115.809	128.1685
LG_3	Super-Scaffold_100004	5497596	141.182	115.809	128.4955
LG_3	Super-Scaffold_100004	5343389	143.849	117.796	130.8225
LG_3	Super-Scaffold_100004	5343360	143.849	117.796	130.8225
LG_3	Super-Scaffold_100004	5050553	145.836	119.615	132.7255
LG_3	Super-Scaffold_100004	5028583	146.654	120.104	133.379
LG_3	Super-Scaffold_100004	5028417	146.654	120.267	133.4605
LG_3	Super-Scaffold_100004	5028357	146.654	120.267	133.4605
LG_3	Super-Scaffold_100004	4904725	150.011	122.254	136.1325
LG_3	Super-Scaffold_100004	4904622	150.011	122.254	136.1325
LG_3	Super-Scaffold_100004	4730091	150.501	122.743	136.622
LG_3	Super-Scaffold_100004	4467373	151.319	123.069	137.194
LG_3	Super-Scaffold_100004	4467369	151.319	123.069	137.194
LG_3	Super-Scaffold_100004	4467359	151.319	123.069	137.194
LG_3	Super-Scaffold_100004	4467351	151.319	123.069	137.194
LG_3	Super-Scaffold_100004	4467341	151.319	123.069	137.194
LG_3	Super-Scaffold_100004	4467328	151.319	123.069	137.194
LG_3	Super-Scaffold_100004	4467319	151.319	123.069	137.194
LG_3	Super-Scaffold_100004	4467257	151.319	123.069	137.194
LG_3	Super-Scaffold_100004	4467247	151.319	123.069	137.194
LG_3	Super-Scaffold_100004	4467171	151.319	123.069	137.194
LG_3	Super-Scaffold_100004	4427182	151.482	123.231	137.3565
LG_3	Super-Scaffold_100004	4426999	151.644	123.231	137.4375
LG_3	Super-Scaffold_100004	4426988	151.644	123.231	137.4375
LG_3	Super-Scaffold_100004	4342707	153.294	124.381	138.8375
LG_3	Super-Scaffold_100004	4342689	153.294	124.381	138.8375
LG_3	Super-Scaffold_100004	4342686	153.294	124.381	138.8375
LG_3	Super-Scaffold_100004	4290981	153.948	125.034	139.491
LG_3	Super-Scaffold_100004	4290935	153.948	125.034	139.491
LG_3	Super-Scaffold_100004	4290922	153.948	125.034	139.491
LG_3	Super-Scaffold_100004	4271481	154.437	125.197	139.817
LG_3	Super-Scaffold_100004	4243853	155.256	125.686	140.471
LG_3	Super-Scaffold_100004	4243720	155.582	125.849	140.7155
LG_3	Super-Scaffold_100004	4075309	156.4	126.175	141.2875
LG_3	Super-Scaffold_100004	4075283	156.562	126.175	141.3685
LG_3	Super-Scaffold_100004	4075282	156.562	126.175	141.3685
LG_3	Super-Scaffold_100004	4075280	156.562	126.175	141.3685
LG_3	Super-Scaffold_100004	4075262	156.562	126.175	141.3685
LG_3	Super-Scaffold_100004	4075242	156.562	126.175	141.3685
LG_3	Super-Scaffold_100004	4075238	156.562	126.175	141.3685
LG_3	Super-Scaffold_100004	4075237	156.562	126.175	141.3685
LG_3	Super-Scaffold_100004	4075207	156.725	126.175	141.45
LG_3	Super-Scaffold_100004	4054794	157.543	126.5	142.0215
LG_3	Super-Scaffold_100004	4054646	157.543	126.663	142.103
LG_3	Super-Scaffold_100004	4054604	157.543	126.663	142.103
LG_3	Super-Scaffold_100004	4054593	157.543	126.663	142.103
LG_3	Super-Scaffold_100004	4033696	157.869	127.481	142.675
LG_3	Super-Scaffold_100004	4026753	158.688	128.135	143.4115
LG_3	Super-Scaffold_100004	3962995	159.341	128.135	143.738
LG_3	Super-Scaffold_100004	3797837	160.991	130.122	145.5565
LG_3	Super-Scaffold_100004	3797833	160.991	130.122	145.5565
LG_3	Super-Scaffold_100004	3669918	162.307	131.272	146.7895
LG_3	Super-Scaffold_100004	3596174	163.623	132.09	147.8565
LG_3	Super-Scaffold_100004	3583147	164.113	132.579	148.346
LG_3	Super-Scaffold_100004	3343095	166.1	133.895	149.9975
LG_3	Super-Scaffold_100004	3317086	166.425	134.221	150.323
LG_3	Super-Scaffold_100004	3271795	166.588	134.221	150.4045
LG_3	Super-Scaffold_100004	3271687	166.914	135.039	150.9765
LG_3	Super-Scaffold_100004	3019184	168.396	135.529	151.9625
LG_3	Super-Scaffold_100004	3019180	168.396	135.529	151.9625
LG_3	Super-Scaffold_100004	2616950	170.047	136.844	153.4455
LG_3	Super-Scaffold_100004	2616911	170.047	136.844	153.4455
LG_3	Super-Scaffold_100004	2616896	170.047	136.844	153.4455
LG_3	Super-Scaffold_100004	2616889	170.047	136.844	153.4455
LG_3	Super-Scaffold_100004	2616868	170.047	136.844	153.4455
LG_3	Super-Scaffold_100004	2616850	170.047	136.844	153.4455
LG_3	Super-Scaffold_100004	2528746	170.536	136.844	153.69
LG_3	Super-Scaffold_100004	2528745	170.536	136.844	153.69
LG_3	Super-Scaffold_100004	2148682	172.692	139.001	155.8465
LG_3	Super-Scaffold_100004	2148581	172.692	139.001	155.8465
LG_3	Super-Scaffold_100004	1827878	175.703	142.358	159.0305
LG_3	Super-Scaffold_100004	1827129	176.029	142.358	159.1935
LG_3	Super-Scaffold_100004	1827083	176.029	142.358	159.1935
LG_3	Super-Scaffold_100004	1490911	176.192	142.358	159.275
LG_3	Super-Scaffold_100004	1479388	176.354	142.358	159.356
LG_3	Super-Scaffold_100004	1479213	176.354	142.358	159.356
LG_3	Super-Scaffold_100004	1356911	176.68	142.52	159.6
LG_3	Super-Scaffold_100004	1356827	176.68	142.52	159.6
LG_3	Super-Scaffold_100004	1356801	176.68	142.52	159.6
LG_3	Super-Scaffold_100004	1356792	176.68	142.52	159.6
LG_3	Super-Scaffold_100004	1356775	176.68	142.52	159.6
LG_3	Super-Scaffold_100004	1356774	176.68	142.52	159.6
LG_3	Super-Scaffold_100004	1356764	176.68	142.52	159.6
LG_3	Super-Scaffold_100004	1356759	176.68	142.52	159.6
LG_3	Super-Scaffold_100004	1356755	176.68	142.52	159.6
LG_3	Super-Scaffold_100004	1356734	176.843	142.52	159.6815
LG_3	Super-Scaffold_100004	1286600	177.332	142.52	159.926
LG_3	Super-Scaffold_100004	1157048	178.15	143.174	160.662
LG_3	Super-Scaffold_100004	1090206	178.476	143.336	160.906
LG_3	Super-Scaffold_100004	998279	178.476	143.499	160.9875
LG_3	Super-Scaffold_100004	616864	178.476	143.499	160.9875
LG_3	Super-Scaffold_100004	251614	178.802	143.825	161.3135
LG_3	Super-Scaffold_100004	173743	179.128	143.825	161.4765
LG_3	Super-Scaffold_100004	173628	179.128	143.825	161.4765
LG_3	Super-Scaffold_100004	74743	179.128	143.825	161.4765
LG_3	Super-Scaffold_100021	9003586	179.128	143.825	161.4765
LG_3	Super-Scaffold_100021	8960784	179.128	143.825	161.4765
LG_3	Super-Scaffold_100021	8857588	179.128	143.825	161.4765
LG_3	Super-Scaffold_100021	8857536	179.128	143.825	161.4765
LG_3	Super-Scaffold_100021	8809678	179.128	143.825	161.4765
LG_3	Super-Scaffold_100021	8797731	179.128	143.825	161.4765
LG_3	Super-Scaffold_100021	8525613	179.128	143.825	161.4765
LG_3	Super-Scaffold_100021	8428543	179.128	143.987	161.5575
LG_3	Super-Scaffold_100021	8367735	179.128	143.987	161.5575
LG_3	Super-Scaffold_100021	8367687	179.29	143.987	161.6385
LG_3	Super-Scaffold_100021	8367677	179.29	143.987	161.6385
LG_3	Super-Scaffold_100021	7836472	180.274	144.477	162.3755
LG_3	Super-Scaffold_100021	7240419	180.274	144.477	162.3755
LG_3	Super-Scaffold_100021	6826124	181.423	145.13	163.2765
LG_3	Super-Scaffold_100021	6826108	181.423	145.13	163.2765
LG_3	Super-Scaffold_100021	6826076	181.423	145.13	163.2765
LG_3	Super-Scaffold_100021	6826074	181.423	145.13	163.2765
LG_3	Super-Scaffold_100021	6826065	181.423	145.13	163.2765
LG_3	Super-Scaffold_100021	6753213	181.586	145.13	163.358
LG_3	Super-Scaffold_100021	6673922	183.404	145.13	164.267
LG_3	Super-Scaffold_100021	6673737	183.404	145.13	164.267
LG_3	Super-Scaffold_100021	6673732	183.404	145.13	164.267
LG_3	Super-Scaffold_100021	6673690	183.404	145.13	164.267
LG_3	Super-Scaffold_100021	6673664	183.404	145.13	164.267
LG_3	Super-Scaffold_100021	6673653	183.404	145.13	164.267
LG_3	Super-Scaffold_100021	6436850	184.72	145.293	165.0065
LG_3	Super-Scaffold_100021	6361314	185.538	145.293	165.4155
LG_3	Super-Scaffold_100021	6361201	185.538	145.293	165.4155
LG_3	Super-Scaffold_100021	6361170	185.538	145.293	165.4155
LG_3	Super-Scaffold_100021	6361149	185.538	145.293	165.4155
LG_3	Super-Scaffold_100021	6361084	185.538	145.293	165.4155
LG_3	Super-Scaffold_100021	5990902	186.688	145.456	166.072
LG_3	Super-Scaffold_100021	5937535	187.177	145.781	166.479
LG_3	Super-Scaffold_100021	5862980	189.164	146.765	167.9645
LG_3	Super-Scaffold_100021	5804121	189.818	147.419	168.6185
LG_3	Super-Scaffold_100021	5563071	192.144	149.069	170.6065
LG_3	Super-Scaffold_100021	5373647	192.798	150.218	171.508
LG_3	Super-Scaffold_100021	5373642	192.798	150.218	171.508
LG_3	Super-Scaffold_100021	5192798	192.798	150.218	171.508
LG_3	Super-Scaffold_100021	5137910	192.798	150.218	171.508
LG_3	Super-Scaffold_100021	4435028	194.616	151.534	173.075
LG_3	Super-Scaffold_100021	4434991	194.779	151.534	173.1565
LG_3	Super-Scaffold_100021	4434925	194.779	151.534	173.1565
LG_3	Super-Scaffold_100021	4351844	196.261	152.353	174.307
LG_3	Super-Scaffold_100021	4351816	196.261	152.353	174.307
LG_3	Super-Scaffold_100021	4351745	196.261	152.353	174.307
LG_3	Super-Scaffold_100021	4351737	196.261	152.353	174.307
LG_3	Super-Scaffold_100021	4351564	196.261	152.353	174.307
LG_3	Super-Scaffold_100021	4351534	196.261	152.353	174.307
LG_3	Super-Scaffold_100021	4351500	196.261	152.353	174.307
LG_3	Super-Scaffold_100021	4351493	196.261	152.353	174.307
LG_3	Super-Scaffold_100021	4348849	197.411	152.515	174.963
LG_3	Super-Scaffold_100021	4348807	197.411	152.515	174.963
LG_3	Super-Scaffold_100021	4348699	197.411	152.515	174.963
LG_3	Super-Scaffold_100021	4348667	197.411	152.515	174.963
LG_3	Super-Scaffold_100021	4341426	197.411	152.841	175.126
LG_3	Super-Scaffold_100021	4319524	197.573	153.004	175.2885
LG_3	Super-Scaffold_100021	4196766	201.279	156.361	178.82
LG_3	Super-Scaffold_100021	3994511	204.118	158.517	181.3175
LG_3	Super-Scaffold_100021	3994439	204.118	158.517	181.3175
LG_3	Super-Scaffold_100021	3867345	205.768	159.666	182.717
LG_3	Super-Scaffold_100021	3835977	205.768	159.666	182.717
LG_3	Super-Scaffold_100021	3725253	206.917	160.816	183.8665
LG_3	Super-Scaffold_100021	3562428	207.571	162.466	185.0185
LG_3	Super-Scaffold_100021	3338701	210.755	163.949	187.352
LG_3	Super-Scaffold_100021	3338632	210.755	163.949	187.352
LG_3	Super-Scaffold_100021	3338549	210.755	163.949	187.352
LG_3	Super-Scaffold_100021	3338529	210.755	163.949	187.352
LG_3	Super-Scaffold_100021	3338524	210.755	163.949	187.352
LG_3	Super-Scaffold_100021	3338480	210.755	163.949	187.352
LG_3	Super-Scaffold_100021	3338467	210.755	163.949	187.352
LG_3	Super-Scaffold_100021	3171001	210.755	164.111	187.433
LG_3	Super-Scaffold_100021	3170997	210.755	164.111	187.433
LG_3	Super-Scaffold_100021	3052651	211.904	165.095	188.4995
LG_3	Super-Scaffold_100021	3052346	211.904	165.095	188.4995
LG_3	Super-Scaffold_100021	3023389	211.904	165.095	188.4995
LG_3	Super-Scaffold_100021	2922740	212.067	165.258	188.6625
LG_3	Super-Scaffold_100021	2922651	212.067	165.258	188.6625
LG_3	Super-Scaffold_100021	2822750	212.885	165.583	189.234
LG_3	Super-Scaffold_100021	2755178	214.368	166.899	190.6335
LG_3	Super-Scaffold_100021	2755176	214.368	166.899	190.6335
LG_3	Super-Scaffold_100021	2451487	219.853	170.78	195.3165
LG_3	Super-Scaffold_100021	2451286	220.179	171.106	195.6425
LG_3	Super-Scaffold_100021	2373106	220.504	171.431	195.9675
LG_3	Super-Scaffold_100021	2343117	221.158	171.757	196.4575
LG_3	Super-Scaffold_100021	2343112	221.158	171.757	196.4575
LG_3	Super-Scaffold_100021	2241148	221.976	172.906	197.441
LG_3	Super-Scaffold_100021	2237970	221.976	172.906	197.441
LG_3	Super-Scaffold_100021	2237704	221.976	172.906	197.441
LG_3	Super-Scaffold_100021	1968722	222.96	173.89	198.425
LG_3	Super-Scaffold_100021	1932568	223.614	174.708	199.161
LG_3	Super-Scaffold_100021	1752979	225.94	175.858	200.899
LG_3	Super-Scaffold_100021	1727313	226.102	176.184	201.143
