Date	Time	Sp	Ind	Infl_pos	Cor_Width	Cor_Throat	Cor_Base	Cor_Len	Cor_Th_Len	Cor_Len_Var	Sepal_Len	Min_Fil_Len	Max_Fil_Len	Pistil_Len	Ovary_Height	Stigma_Height			
11/7/17	10:54:00	F5	1141	1	17.89	6.74	2.51	24.62	14.83	25.59	11.84	13.55	15.76	13.8	1.56	1.19			
4/18/18	11:17:00	F5	1141	1	19.83	6.63	2.54	20.98	14.37	24.77	10.17	12.33	15.47	13.41	1.52	0.92		gh	
4/22/18	11:34:00	F5	1141	1	20.93	5.98	2.63	20.66	13.93	26.23	11.05	13.06	15.36	14.39	1.12	1		gh	
12/7/17	11:05:00	F5	1145	2	22.66	6.87	2.5	23.3	16.06	26.86	10.42	15.29	18.1	13.24	1.36	0.9			
12/9/17	11:21:00	F5	1145	1	23.02	7.02	2.64	21.89	14.2	26.34	10.09	13.43	16.41	11.76	1.3	0.97			
12/3/17	11:36:00	F5	1145	1	24.77	6.35	2.72	22.98	16.67	28.64	10.59	16.8	19.26	13.33	1.63	0.84			
12/5/17	9:59:00	F5	1147	2	23.43	6.59	2.8	22.53	14.19	26.58	11.13	13.19	15.69	16.68	1.83	1			
11/7/17	10:57:00	F5	1147	1	22.96	6.53	2.88	26.15	16.1	28.43	11.8	13.83	17.19	16.79	1.98	1.06			
11/26/17	11:13:00	F5	1147	1	19.59	6.83	2.8	25.18	14.2	27.09	12.42	12.36	15.63	17.54	2.12	0.94			
12/7/17	11:08:00	F5	1151	1	21.08	6.3	2.31	21.17	15.08	25.23	10.15	13.22	16.1	13.51	1.56	0.99			
11/11/17	11:12:00	F5	1151	1	18.32	6.54	2.28	21.31	13.05	24.39	9.87	13.35	15.36	13.24	1.35	0.9			
11/28/17	11:53:00	F5	1151	1	19.63	7.74	2.53	25.63	15.04	27.02	9.41	13.84	16.45	13.75	1.73	0.96			
12/3/17	10:00:00	F5	1157	1	23.32	6.46	2.49	27.24	14.96	29.23	11.49	13.51	16.92	16.33	1.47	0.97			
12/7/17	10:50:00	F5	1157	1	22.06	5.47	2.43	22.4	14.8	26.62	10.55	12.29	15.72	15.35	1.3	0.85	np		
12/17/17	10:52:00	F5	1157	1	22.95	7.13	2.49	24.12	15.81	28.33	11.3	12.62	16.33	16.6	1.58	1.06			
12/7/17	10:14:00	F5	1163	1	22.73	5.86	2.64	22.01	14.58	26.41	11.12	13.85	16.41	13.73	1.34	0.9			
3/28/18	10:40:00	F5	1163	1	22.28	6.46	2.62	21	15.63	26.66	10.67	12.61	16.71	12.87	1.38	0.87		Pgh	
12/17/17	10:55:00	F5	1163	1	24.07	6.77	2.72	22.82	14.37	27.07	11.38	12.72	15.97	12.99	1.69	0.88			
11/22/17	10:03:00	F5	1164	1	24.39	7.1	2.6	25.04	13.97	28.29	12.26	15.04	17.54	13.99	1.6	0.96			
12/7/17	11:11:00	F5	1164	1	22.8	6.69	2.65	21.89	13.76	26.33	10.45	13.68	15.94	14.85	1.25	0.96			
4/26/18	11:54:00	F5	1164	1	23.79	6.72	2.71	22.14	13.67	26.67	11.36	13.37	15.17	13.93	1.47	0.92		Ph	
3/11/18	10:28:00	L	1167	1	17.27	6.21	2.45	18.14	11.25	20.6	11.48	10.89	12.44	11.38	1.35	0.82		Gh	
12/17/17	10:58:00	L	1167	2	15.54	5.75	2.42	17.07	10.39	19.77	10.63	10.63	12.65	11.04	1.35	0.93			
11/11/17	11:16:00	L	1167	1	14.82	4.95	2.41	17.97	10.47	18.94	11.42	10.62	12.37	11.07	1.63	1.04			
1/11/18	9:23:00	F5	1168	1	17.71	6.58	2.66	20.68	13.51	22.97	10.82	12.47	14.55	12.86	1.57	0.98		Wh	
12/17/17	11:05:00	F5	1168	1	19.96	6.28	2.74	21.33	11.58	23.79	11.61	11.99	14.64	12.57	1.49	0.99			
11/28/17	11:28:00	F5	1168	1	19.06	7.61	2.56	20.77	13.35	22.83	12.25	12.55	14.21	12.09	1.47	1.05			
2/25/18	10:23:00	L	1169	1	15.96	5.91	2.64	17.7	11.52	20.38	11.73	10.57	13.04	10.86	1.71	0.89		gh	
12/17/17	11:01:00	L	1169	1	16.12	5.85	2.51	17.77	11.94	20.17	11.05	10.79	12.96	11.42	1.52	0.93			
11/9/17	11:28:00	L	1169	1	16.88	5.44	2.36	19.22	12.08	21.08	12.43	10.77	12.43	11.84	1.66	0.94			
1/11/18	9:30:00	F5	1171	1	19.05	6.42	2.66	19.14	11.83	21.79	8.39	9.42	10.86	14.11	1.29	0.81		ph	sterile
12/31/17	11:16:00	F5	1171	3	19.91	5.95	2.22	20.87	13.13	23.95	8.09	9.38	11.61	13.75	1.49	0.75	sterile		
2/8/18	11:33:00	F5	1171	2	22.14	5.67	2.92	21.66	13.89	24.86	10.51	9.79	11.1	14.08	1.57	0.84		pgh	sterile
12/5/17	10:04:00	F5	1174	1	23.24	6.48	2.68	23.82	14.69	27.78	10.28	13.71	16.77	14.79	1.65	0.96			
3/13/18	10:17:00	F5	1174	1	22.12	6.31	2.84	22.31	13.63	26.69	11.04	13.24	16.5	13.93	1.51	1.01		wh	
3/7/18	11:07:00	F5	1174	1	21.66	7.48	2.5	22.29	15.48	26.73	10.89	13.32	16.33	14.11	1.46	0.87		Wh	
1/11/18	9:33:00	F5	1180	2	18.96	6.25	2.51	20.25	13.62	22.8	10.77	13.7	15.84	13.74	1.47	0.94		ph	
12/31/17	11:19:00	F5	1180	1	19.69	6.36	2.45	21.52	14.23	24.96	12.2	13.48	15.9	13.91	1.54	0.91			
3/24/18	11:46:00	F5	1180	1	19.4	5.6	2.45	17.69	13.11	22.55	11.28	11.57	13.65	12.62	1.31	0.93		pgh	
11/22/17	10:06:00	F5	1181	1	25.63	6.13	2.97	27.33	14.65	29.52	12.7	15.03	17.91	14.3	1.6	1.02			
11/28/17	11:21:00	F5	1181	1	22.44	6.3	2.62	22.21	14.35	26.86	11.46	14.66	17.97	13	1.28	0.93			
12/4/17	11:47:00	F5	1181	1	23.91	6.86	2.85	25.62	16.5	29.45	11.94	15.3	18.32	15.08	1.58	1.09			
1/7/18	10:12:00	F5	1182	2	17.69	5.88	2.55	19.26	13.84	23.33	10.94	12.84	14.8	13.48	1.57	1			
12/17/17	11:12:00	F5	1182	1	20.09	6.84	2.74	21.65	13.7	25.23	10.59	13.63	15.66	14.04	1.55	1.14			
12/31/17	12:00:00	F5	1182	1	16.61	5.79	2.75	18.68	13.7	22.44	10.37	12.07	14.7	13.24	1.64	1.06			
12/5/17	10:07:00	F5	1183	2	21.02	6.54	2.52	23.49	14	26.21	11.2	14.21	16.46	13.36	1.52	0.94			
12/1/17	10:40:00	F5	1183	1	21.42	7.56	2.67	25.27	15.44	27.56	11.31	14.8	17.45	14.29	1.57	1.05			
12/17/17	11:20:00	F5	1183	1	22.76	6.75	2.4	23.15	14.66	27.55	11.65	14.66	17.33	14.1	1.61	0.94			
3/18/18	10:47:00	F5	1185	1	21.86	6.45	2.21	21.06	15.37	25.82	11.11	13.83	15.42	14.11	1.32	0.89		gh	
3/7/18	11:11:00	F5	1185	1	19.56	6.37	2.24	21.86	14.61	24.99	10.07	13.05	15.32	13.1	1.49	0.88		Gh	
12/17/17	11:23:00	F5	1185	1	20.65	6.6	2.55	21.88	13.53	25.44	10.46	12.74	15.78	14.53	1.81	0.88			
3/9/18	9:53:00	C	1189	1	26.73	6.81	2.55	24.33	15.68	30.12	11.67	15.38	18.58	15.33	1.56	1.03		ph	
3/11/18	10:51:00	C	1189	1	26.78	7.9	2.69	25.17	16.46	31.46	11.41	16.79	19.92	16.65	1.57	1.01		ph	
12/17/17	11:26:00	C	1189	1	30.85	8.51	2.96	28.79	17.29	34.44	12.11	16.06	20.12	16.41	1.57	1.02			
1/11/18	9:37:00	F5	1190	2	22.25	6.2	2.23	22.5	15.76	26.88	10.61	14.21	17	15.44	1.73	1.01		wh	
11/18/17	10:54:00	F5	1190	1	21.05	6	2.3	24.66	15.18	27.79	12.66	13.61	16.7	15.05	1.74	1.1			
12/17/17	11:29:00	F5	1190	2	27.73	7.55	2.68	26.63	18.98	32.31	11.23	14.74	18.34	15.29	1.72	0.99			
3/9/18	11:16:00	F5	1192	1	20.16	6.21	2.46	21.45	15.58	25.73	11.34	13.9	15.95	13.97	1.56	1.02		pgh	
3/7/18	11:26:00	F5	1192	1	20.69	6.85	2.67	21.39	15.82	26.48	10.69	14.2	16.41	14.5	1.83	0.86		ph	
12/17/17	11:33:00	F5	1192	1	19.97	6.38	2.82	24.61	14.86	26.02	11	13.5	16.94	14.73	1.63	1.01			
4/18/18	11:20:00	F5	1196	1	24.28	6.19	2.57	21.61	14.84	26.29	12.71	14.2	17.47	16.82	1.78	1.02		ph	
3/7/18	11:30:00	F5	1196	1	22.52	6.37	2.47	22.28	16.15	27.15	10.83	13.58	15.9	15.59	1.83	0.95		ph	
2/23/18	11:33:00	F5	1196	1	23.21	6.64	2.54	24.55	16.73	28.01	12.02	13.6	16.12	15.68	1.83	1.01		ph	
4/29/18	10:01:00	F5	1198	1	20.44	5.84	2.53	20.51	12.34	25.44	10.22	12.67	15.06	10.79	1.44	0.85		Pgh	Np
12/5/17	10:11:00	F5	1198	1	20.8	6.39	2.29	23.18	14.82	26.88	10.22	14.12	16.7	12.91	1.74	0.95			
4/24/18	11:56:00	F5	1198	1	19.94	5.89	2.26	22.77	14.14	26.23	11.41	13.72	16.58	12.33	1.35	1.03		ph	np
12/17/17	10:17:00	F5	1203	1	17.62	5.59	2.71	21.56	14.86	23.53	11.28	11.86	14.36	11.38	1.86	0.82			
12/5/17	10:34:00	F5	1203	2	19.81	6.12	2.71	20.66	12.73	24.06	11.54	12.21	14.71	10.16	1.6	0.89			
12/13/17	10:59:00	F5	1203	1	18.83	5.75	2.85	20.94	15.28	25.16	11.42	12.17	14.82	12.59	1.94	0.78			
3/28/18	10:46:00	F5	1207	1	22.02	6.27	2.32	21.7	13.93	26.41	10.93	12.33	14.8	14.26	1.46	0.88		wh	
12/17/17	11:36:00	F5	1207	1	23.02	6.07	2.33	23.14	14.44	27.13	11.32	13.35	15.75	15.9	1.59	1			
3/24/18	11:53:00	F5	1207	1	21.81	5.99	2.39	20.32	13.5	24.82	10.99	11.51	14.1	14.11	1.57	1.01		wh	
1/11/18	9:46:00	C	1211	2	25.21	7.24	2.43	24.08	14.99	28.38	10.19	15.84	18.5	16.39	1.67	1.03		ph	
3/18/18	10:03:00	C	1211	1	30.14	7.84	2.79	26.86	17.71	33.44	13.1	16.61	20.06	16.69	1.51	1.07		ph	
12/17/17	11:39:00	C	1211	1	31.29	7.82	2.57	28.06	17.19	34.61	12.32	16.26	20.18	16.23	1.49	1.16			
3/6/18	9:51:00	L	1214	1	19.76	5.92	2.86	18.65	13.36	22.65	10.33	10.94	13.32	11.34	1.45	0.93		wh	
3/4/18	11:16:00	L	1214	1	19.71	6.14	2.4	19.64	11.75	21.87	11.79	11.21	12.61	11.25	1.55	1.02		wh	
3/1/18	11:49:00	L	1214	1	18.9	6.28	2.53	19.19	11.69	22.43	11.04	10.91	13.09	11.33	1.56	0.92		Wh	
12/1/17	11:24:00	F5	1217	1	22.71	7.2	2.87	23.06	13.05	27.16	11.86	12.78	15.56	12.65	2.05	0.95			
12/3/17	11:59:00	F5	1217	1	24.71	5.62	2.73	24.37	15.91	28.89	10.83	14.97	17.73	14.47	1.69	0.95			
11/18/17	12:00:00	F5	1217	1	20.63	5.64	2.74	21.19	12.83	24.93	12.23	12.7	15.33	13.49	1.64	0.89			
12/5/17	10:45:00	F5	1221	1	21.22	6.47	2.56	20.92	15.35	25.92	12.28	12.05	14.43	12.12	1.32	0.93			
11/11/17	11:21:00	F5	1221	1	20.04	6.24	2.37	22.81	15.48	26.76	12.1	13.72	16.06	12.65	1.66	0.95			
12/17/17	11:46:00	F5	1221	1	22.77	6.72	2.38	22.68	14.71	27.95	11.87	12.23	15.57	12.67	1.6	1.02			
1/11/18	9:49:00	F5	1223	1	20.75	6.14	2.39	21.11	15.29	25.13	10.14	13.94	16.24	15.21	1.15	0.94		wh	
11/18/17	10:58:00	F5	1223	1	17.9	4.88	2.35	18.38	10.99	20.88	10.44	12.76	14.34	13.62	1.43	1.11			
12/17/17	11:49:00	F5	1223	1	19.54	6.16	2.44	21.76	15.2	24.24	9.91	12.47	15.55	14.48	1.55	1.08			
11/26/17	11:21:00	F5	1229	1	24.55	7.28	2.67	24.26	15.9	29.44	11.82	14.09	17.01	15.66	1.88	1.02			
11/24/17	11:28:00	F5	1229	1	21.03	6.35	2.58	22.94	14.86	26.6	10.85	12.27	14.99	13.95	1.53	0.86	sterile		
11/30/17	11:52:00	F5	1229	1	21.77	6.92	2.53	24.11	16.55	28.55	10.86	13.81	16.38	15.21	1.74	0.93			
1/11/18	9:52:00	F5	1233	3	20.81	6.82	2.47	21.37	14.2	24.67	9.88	13.26	15.08	12.9	1.49	0.88		ph	
11/7/17	11:11:00	F5	1233	1	19.32	6.98	2.59	21.49	12.61	24.81	9.93	13.53	15.9	12.12	1.64	1.01			
12/5/17	11:56:00	F5	1233	1	21.46	8.17	2.87	22.11	15.9	26.85	11.85	13.03	15.4	13.52	1.79	0.8			
4/25/18	9:34:00	F5	1237	1	22.81	6.58	2.76	27.9	18.19	32.36	11.79	16.56	19.53	16.61	1.55	0.92		ph	little pollen
3/28/18	11:03:00	F5	1237	1	22.73	6.69	2.77	25.65	16.5	30.54	10.3	15.1	17.17	9.16	1.36	0.78		pgh	np
11/16/17	11:35:00	F5	1237	1	22.53	6.69	2.44	26.93	15.42	30.68	11.52	15.58	18.74	16.64	1.84	0.86			
11/14/17	10:28:00	F5	1238	1	18.68	6.26	2.48	24.3	14.96	26.63	12.34	13.94	16.93	13.99	1.95	0.99			
12/11/17	11:13:00	F5	1238	1	23	6.67	2.6	24.93	16.1	28.09	12.56	14.74	17.74	15.15	1.53	0.87			
12/5/17	12:00:00	F5	1238	1	19.2	7.33	2.65	22.85	16.49	26.96	12.01	14.82	17.7	14.93	1.6	0.94			
1/30/18	10:24:00	F5	1239	1	20.86	5.93	2.72	22.08	14.15	24.93	10.63	13.38	15.62	15.23	1.58	0.87		pgh	
1/5/18	10:48:00	F5	1239	1	20.44	6.32	2.67	21.86	14.84	25.51	10.44	13.24	15.1	15.02	1.41	0.93			
1/11/18	11:01:00	F5	1239	2	23.9	7.1	2.47	24.65	15.31	27.95	10.88	14.22	16.16	16.57	1.7	1		pgh	
3/16/18	9:45:00	F5	1241	1	25.7	5.87	2.74	21.93	14.22	27.19	12.58	12.01	14.45	13.61	1.49	0.96		gh	
3/6/18	9:57:00	F5	1241	1	25.76	7.78	3.03	25.04	14.7	29.89	12.96	12.78	15.65	15.1	1.75	1.01		gh	
12/31/17	11:32:00	F5	1241	1	22.3	6.75	2.64	22.5	14.94	26.36	10.66	12.51	16.33	14.37	1.68	0.86			
12/13/17	11:04:00	F5	1243	1	21.47	6.25	2.64	22.66	13.89	25.96	12.01	14.32	17.04	14.5	1.59	0.88	toss first 1241 1243; new 1243 flower		
12/19/17	11:59:00	F5	1243	1	20.07	6.8	2.6	22.43	13.82	25.11	11.13	13.7	16.2	14.49	1.54	0.86			
12/17/17	12:00:00	F5	1243	1	25.61	7.17	2.83	24.86	15.66	28.01	12.84	14.26	17.32	14.8	1.65	0.98			
3/7/18	10:15:00	F5	1248	1	23.98	7.41	2.58	23.04	13.35	27.88	12.93	13.97	15.37	14.91	1.6	1.09		ph	
1/11/18	10:54:00	F5	1248	2	25.06	7.94	2.36	23.95	15.29	28.34	11.77	14.97	17.29	16.03	1.49	0.97		ph	
3/11/18	10:55:00	F5	1248	1	27.27	8.31	2.72	24.12	14.24	29.49	15.79	14.19	16.5	14.69	1.61	1.07		ph	
3/11/18	10:40:00	F5	1252	1	21.08	6.87	2.59	21.81	13.14	26.27	11.66	12.03	14.8	11.62	1.53	1		wh	sterile
4/10/18	10:47:00	F5	1252	1	22.26	6.95	2.67	22.84	13.65	26.59	10.6	12.71	15.83	11.81	1.62	0.86		Wh	Sterile
3/18/18	10:55:00	F5	1252	1	21.47	6.52	2.68	21.53	14.72	25.81	10.92	13.67	15.88	14.47	1.56	1.08		wh	np
1/11/18	11:07:00	F5	1256	1	22.8	6.58	2.5	24.86	17.47	28.99	10.44	14.92	17.27	12.93	1.77	1.1		wh	
1/10/18	11:27:00	F5	1256	1	24.84	7.19	2.5	25.48	18.22	31.32	10.53	14.34	17.43	13.53	1.47	0.94		wh	
2/8/18	11:46:00	F5	1256	1	21.49	6.57	2.47	21.57	15.83	26.18	10.07	12.67	15.52	12.09	1.46	1.02		wh	np
11/22/17	10:15:00	F5	1258	1	23.45	6.94	2.48	21.64	11.58	26.23	11.31	12.58	15.26	12.63	1.66	0.95			
1/30/18	10:30:00	F5	1258	1	21.54	7.27	2.53	19.69	13.72	24.58	11.43	11.7	14.13	12.95	1.33	1.06		gh	
1/11/18	11:10:00	F5	1258	1	25.69	7.58	2.69	23.05	13.67	27.24	12.23	12.96	15.76	13.91	1.71	1.08		gh	
11/22/17	10:23:00	F5	1262	1	19.63	7.64	2.57	25.27	14.13	27.81	12.78	14.89	16.53	15.97	1.53	0.91	trilobed		
1/30/18	10:34:00	F5	1262	1	23.17	6.41	2.74	25.06	17.09	29.67	12.64	13.67	16.1	16.1	1.65	0.92		gh	
1/11/18	11:17:00	F5	1262	2	21.19	6.7	2.69	23.3	15.98	26.32	11.06	13.57	15.55	15.77	1.47	0.96		ph	
4/4/18	10:33:00	F5	1266	1	26.13	7.08	2.8	26.19	17.05	31.69	10.86	12.62	15.18	11.79	1.44	0.99		pgh	sterile
11/30/17	10:41:00	F5	1266	1	24.43	6.33	2.38	25.78	17.32	30.83	12.92	13.66	16	15.42	1.46	0.94			
4/10/18	11:17:00	F5	1266	1	22.62	6.4	2.7	24.41	16.44	29.64	11.15	13.59	16.46	14.49	1.48	0.99		Pgh	Np
4/13/18	10:52:00	F5	1267	1	17.64	6.19	2.56	20.81	13.54	22.76	9.58	11.18	13.49	11.62	1.52	0.98		Wh	Np
1/11/18	11:20:00	F5	1267	1	17.77	6.65	2.43	21.24	14.75	23.58	10.16	12.9	14.64	13.97	1.67	0.94		wh	
4/18/18	11:24:00	F5	1267	1	17.49	6.24	2.71	21.11	13.53	23.3	9.39	11.73	13.56	11.19	1.48	0.89		wh	np?
4/25/18	9:43:00	C	1273	1	30.39	7.59	2.68	27.95	18.75	35.61	11.15	17.25	20.37	17.17	1.36	1.16		Ph	
4/4/18	10:37:00	C	1273	1	32.19	7.22	2.77	27.91	18.21	35.36	10.25	17.57	20.24	14.51	1.57	1.14		ph	
1/11/18	11:27:00	C	1273	1	29.9	8.04	2.85	26.04	17.97	32.62	11.53	16.19	20.19	16.95	1.43	1.12		ph	
11/13/17	10:15:00	F5	1275	1	25.05	6.82	2.61	26.13	16.27	29.81	11.14	14.99	16.84	16.51	1.98	1.25			
12/5/17	10:48:00	F5	1275	1	25.73	6.64	2.46	25.14	17.59	30.96	11.47	14.2	16.65	14.83	1.49	0.96			
1/11/18	11:39:00	F5	1275	1	24.87	7.45	2.32	24.32	17.04	29.34	10.1	13.88	16.49	14.81	1.57	1.08		wh	
11/16/17	10:11:00	F5	1279	1	22.36	6.26	2.43	25.34	15.15	28.79	12.31	15.05	17.18	13.61	1.62	0.89			
12/17/17	10:21:00	F5	1279	1	23.13	6.87	2.86	23.8	16.31	28.4	12.77	14.31	16.85	14.29	1.69	1.02			
12/15/17	10:49:00	F5	1279	1	25.74	6.43	2.77	24.55	15.5	29.79	12.62	14.68	16.48	14.52	1.83	0.9	np		
11/14/17	10:33:00	F5	1282	1	22.16	5.79	2.23	26.57	14.52	26.77	10.77	13.69	17.14	13.69	1.75	0.96			
11/7/17	11:15:00	F5	1282	1	23.24	6.88	2.32	23.9	16.07	28.52	9.77	14.76	18.43	14.6	1.59	1.07			
11/16/17	11:43:00	F5	1282	1	25.14	6.49	2.52	24.8	14.77	28.88	11.19	13.63	17.73	14.39	1.69	1.1			
12/5/17	10:59:00	F5	1284	2	26.93	7.47	2.62	23.99	16.14	30.09	12.14	14.74	17.68	15.51	1.68	1.03			
11/18/17	11:02:00	F5	1284	1	22.09	5.77	2.62	23.07	12.19	26.11	9.55	12.29	15.99	13.62	1.8	0.89			
12/9/17	11:17:00	F5	1284	1	22.07	5.61	2.44	20.47	13.5	24.58	10.92	11.81	14.44	12.49	1.72	0.95			
1/14/18	9:49:00	F5	1287	1	22.86	5.6	2.36	19.96	13.61	25.34	10.9	13.77	16.71	12.71	1.53	0.95		Pgh	
1/3/18	11:31:00	F5	1287	2	22.04	6.49	2.57	23.02	13.42	25.87	9.91	14.2	16.19	12.88	1.54	0.88			
1/11/18	11:50:00	F5	1287	1	23.75	6.63	2.36	23.61	15.76	27.62	10.96	14.39	17.9	13.49	1.46	1.11		pgh	
4/25/18	9:53:00	L	1289	1	17.93	6.33	2.68	20.18	13	23.9	10.4	11.59	14.12	12.67	1.57	1.05		Gh	
12/3/17	10:04:00	L	1289	1	18.48	6.47	2.65	19.72	12.04	21.93	11.6	11.34	13.85	11.3	1.41	0.96			
4/22/18	11:40:00	L	1289	1	18.2	5.69	2.8	18.47	12.16	21.77	12.21	10.89	12.86	12.67	1.54	0.97		gh	
3/2/18	10:55:00	F5	1290	1	21.5	7.09	2.37	21.14	14.75	25.1	12.41	11.96	14.3	12.53	1.46	1.03		ph	
3/7/18	11:22:00	F5	1290	1	19.18	6.5	2.43	20.01	14.33	24.87	11.74	12.16	14.1	11.84	1.46	0.9		ph	
11/11/17	11:27:00	F5	1290	1	21.11	7.1	2.45	21.96	14.16	24.94	12.8	12.7	16.2	13.63	1.68	1.02			
12/5/17	11:05:00	F5	1291	1	24.46	7.21	3.03	23.48	14.83	28.48	13.61	15.59	17.63	16.02	1.81	1.06			
12/9/17	11:14:00	F5	1291	1	22.93	7.61	3.01	22.75	13.41	25.92	12.54	14.33	16.14	14.79	1.78	0.97			
12/1/17	11:20:00	F5	1291	1	25.2	8.03	3.02	25.77	14.42	29.63	13.52	15.72	17.62	15.07	2	1.07			
11/24/17	9:31:00	F5	1294	1	22.28	5.71	2.6	19.07	9.95	24.12	12.75	11.54	13.74	13.87	1.21	0.91			
3/28/18	11:06:00	F5	1294	1	23.67	6.6	2.52	20	12.19	24.27	10.27	10.13	12.11	11.03	1.41	0.82		pgh	np
4/18/18	11:27:00	F5	1294	1	21.36	5.95	2.57	20.5	13.08	24.86	12.87	11.67	13.8	12.46	1.32	0.87		pgh	
11/7/17	11:19:00	F5	1295	1	24.19	7.81	3.03	26.96	16.59	29.75	12.63	14.34	17.86	14.02	1.56	1.06			
11/28/17	11:25:00	F5	1295	1	18.08	6.75	2.72	24.58	13.87	26.99	12.77	13.24	15.78	12.75	1.78	0.91			
11/30/17	11:59:00	F5	1295	1	23.08	7.2	3.2	25.45	15.85	29.03	12.49	14	17.47	14.28	1.62	1.06			
1/30/18	10:40:00	F5	1296	1	22.86	7.29	2.3	23.95	16.25	27.97	11.46	12.96	16	15	1.6	0.93		Wh	
1/3/18	11:34:00	F5	1296	1	26.41	6.87	2.44	24.49	16.63	30.06	11.96	13.6	17.12	15.71	1.64	0.94			
1/11/18	11:53:00	F5	1296	1	24.78	6.5	2.47	23.56	15.9	28.99	9.64	13.23	16.9	15.01	1.76	1.02		wh	
1/30/18	10:44:00	F5	1297	1	25.6	7.24	3.15	23.82	17.04	29.28	12.9	12.37	14.67	12.77	1.54	1.08		Ph	
2/16/18	10:54:00	F5	1297	1	23.71	6.15	2.77	21.96	13.08	26.24	12.38	10.99	15.03	12.34	1.5	1.02		ph	
11/9/17	11:37:00	F5	1297	1	23.59	7.14	2.48	24.84	14.9	28.07	12.07	13.86	16.02	13.36	1.76	1.02			
11/13/17	10:19:00	F5	1301	1	22.82	7.13	2.8	24.16	14.7	27.83	12.08	13.73	16.23	17.02	1.76	1.06			
12/5/17	11:08:00	F5	1301	1	25.37	7.55	2.97	22.05	15.4	28.81	13.68	14.88	17.25	17.47	1.78	0.98			
11/28/17	11:32:00	F5	1301	1	21.3	7.17	2.69	22.83	13.4	25.48	13.03	13.73	15.61	15.38	1.79	0.97			
1/5/18	10:32:00	F5	1302	1	20.49	6.56	2.49	23.57	15.24	26.15	11.25	13.16	16.12	14.2	1.45	0.91			
12/11/17	11:25:00	F5	1302	1	25.49	6.69	2.53	26.98	17.33	31.55	12.55	14.28	18.12	16.38	1.65	0.95			
1/3/18	11:43:00	F5	1302	2	22.74	6.88	2.35	25.4	15.18	28.11	11.1	12.48	17.37	15.14	1.56	0.84			
12/7/17	10:11:00	F5	1305	1	20.14	5.95	2.73	21.18	13.42	25.51	13.47	12.73	14.87	10.47	1.45	0.95			
1/3/18	11:53:00	F5	1305	1	18.69	6.4	2.3	18.81	12.78	22.18	12.22	10.42	12.18	9.47	1.75	0.88			
1/11/18	12:00:00	F5	1305	1	18.69	5.82	2.48	18.48	12	22.38	10.76	11.13	14.03	11.52	1.69	1.05		pgh	
3/7/18	10:18:00	L	1308	1	16	5.63	2.38	17.58	12.01	19.39	11.11	9.73	11.26	9.86	1.41	0.9		gh	
2/25/18	10:38:00	L	1308	1	18.32	6.18	2.24	18.59	12.64	21.98	11.51	11.13	11.98	11.37	1.64	0.95		gh	
12/11/17	11:32:00	L	1308	1	17.98	5.69	2.3	20	12.27	22.22	11.79	10.91	13.32	11.35	1.37	0.88			
3/30/18	10:05:00	F5	1309	1	18.97	5.72	2.48	20.59	14.09	24.23	10.46	12.17	14.43	13.14	1.37	0.94		ph	
12/3/17	10:07:00	F5	1309	1	20.51	6.32	2.77	24.13	15.25	27.25	11.11	13.65	16.93	14.17	1.9	1.02			
3/28/18	11:10:00	F5	1309	1	17.84	5.71	2.56	20.23	13.88	23.32	9.96	11.54	13.84	13.28	1.22	0.95		ph	
11/13/17	10:24:00	F5	1311	1	24.14	6.2	2.83	25.83	15.05	28.8	11.96	14.38	16.86	16.66	1.9	0.93			
12/11/17	10:30:00	F5	1311	1	24.16	5.96	2.72	23.01	16.73	28.78	11.37	14.63	16.78	16.77	1.65	0.97			
12/5/17	11:12:00	F5	1311	1	22.65	7.13	2.47	25.35	16.18	28.56	11.42	14.2	16.68	16.03	1.75	0.92			
12/5/17	11:15:00	F5	1316	1	23.36	7.03	2.57	22.43	13.58	26.67	13.6	12.55	15.14	13.85	1.77	1.04			
12/11/17	11:35:00	F5	1316	1	18.86	6.4	2.41	22.08	12.66	24.84	11.86	12.36	15.23	14.25	1.63	0.97			
12/3/17	11:47:00	F5	1316	1	25.5	6.5	2.88	22.67	14.72	28.56	12.51	13.79	16.21	14.88	1.86	0.98			
11/26/17	10:55:00	F5	1323	1	18.56	7.09	2.48	19.46	12.57	22.98	10.56	13.37	15.17	14.02	1.68	1.1			
12/13/17	11:21:00	F5	1323	1	20.35	6.44	2.33	20.86	13.48	24.42	10.68	12.59	15.01	14.16	1.73	0.92			
12/11/17	11:38:00	F5	1323	1	21.8	5.6	2.42	20.8	11.66	24.97	11.78	12.25	15.22	14.62	1.53	0.87			
12/7/17	11:22:00	F5	1324	1	23.52	6.36	2.58	22.61	15.59	27.24	11.08	12.89	15.92	15.1	1.44	0.91			
12/5/17	11:23:00	F5	1324	1	23.31	6.2	2.37	24.05	15.12	28.56	10.9	12.53	15.59	15.15	1.57	1			
12/3/17	11:50:00	F5	1324	1	23.18	6.47	2.21	25.16	15.47	30.16	11.56	14.47	16.9	15.76	1.5	1.04			
12/3/17	10:11:00	F5	1325	1	26.77	8.15	2.58	26.89	16.87	30.89	12.35	15.97	19.92	18.72	1.51	1.12			
12/7/17	11:25:00	F5	1325	1	26.36	6.93	2.72	24.15	15.89	30.15	12.92	14.92	18.91	19.13	1.69	1.02			
