image	Ind	Infl_pos	Cor_Len_Var	Nectar_UNC	Sugar_UND	Sugar_D+2.5	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	Top_out_dia	Top_in_dia	Bottom_out_dia	Nec_H1	Nec_H2	Nec_H3	Nec_H4	Ov_H1	Ov_H2	Nec_H_avg	Ov_H_avg	Top_out_rad	Top_in_rad	Nec_thickness	Bottom_out_rad	Bottom_in_rad	Bottom_in_rad_A	Bottom_in_rad_B	Bottom_in_rad_C	Bottom_in_rad_D	FVol_A	FVol_B	FVol_C	FVol_C1	FVol_C2	FVol_C3	FVol_C4	CVol_A	CVol_B	Frustrum_Vol	Frustrum_Vol_A	Frustrum_Vol_B	Frustrum_Vol_C	Frustrum_Vol_D	Cylinder_Vol
2528	898	1	29.99	19.94	35.8	12.1	2.151	2.104	2.006	1.664	3.507	1.577	3.403	1.988	2.157	1.612	2.388	0.962	3.142	0.962	3.345	1.536	1.501	1.188	1.252	0.44	0.492	0.452	0.411	1.142	1.026	0.44875	1.084	0.7505	0.594	0.1565	0.626	0.4695	0.626	0.54775	0.586875	0.6064375	0.469929901	1.42493925	0.85214925	1.116556	0.978229563	1.045862016	1.080826316	1.409789703	0.21041425	0.269171148	0.14491851	0.209922239	0.178139727	0.161708957	0.296639843
2590	898	1	29.98	21.63	34.9	12.1	2.203	2.122	2.052	1.704	3.525	1.623	3.53	2.035	2.203	1.646	2.452	0.968	3.107	0.899	3.357	1.571	1.473	1.154	1.327	0.418	0.476	0.464	0.412	1.154	1.136	0.4425	1.145	0.7365	0.577	0.1595	0.6635	0.504	0.6635	0.58375	0.623625	0.6435625	0.463384916	1.47133225	0.877753	1.15600075	1.010516813	1.081668766	1.118437254	1.390154749	0.20950325	0.275055671	0.146119861	0.213534923	0.180564181	0.163526218	0.291241938
2641	898	2	29.54	48.9	33.1	17.5	2.162	2.168	2.029	1.583	3.577	1.571	3.49	2.081	2.22	1.571	2.499	0.875	3.177	0.875	3.357	1.519	1.548	1.137	1.328	0.585	0.597	0.562	0.51	1.293	1.206	0.5635	1.2495	0.774	0.5685	0.2055	0.664	0.4585	0.664	0.56125	0.612625	0.6383125	0.59009582	1.553908	0.79407175	1.14157225	0.957264438	1.046778953	1.093515754	1.77028746	0.27588375	0.448376195	0.243317603	0.352076872	0.299254731	0.27167554	0.488393543
2688	898	1	28.48	50.26	31.9	18.1	2.232	2.174	2.139	1.728	3.565	1.53	3.617	2.023	2.29	1.704	2.475	0.951	3.119	0.933	3.386	1.542	1.426	1.096	1.385	0.446	0.47	0.481	0.493	1.223	1.09	0.4725	1.1565	0.713	0.548	0.165	0.6925	0.5275	0.6925	0.61	0.65125	0.671875	0.494800843	1.48167775	0.86763025	1.15935025	1.006684	1.081315563	1.119907516	1.484402529	0.208065	0.303831221	0.159487919	0.235027308	0.198099548	0.179004217	0.308852212
417	899	1	26.46	19.09	27.1	9.3	2.284	1.948	2.226	1.594	3.449	1.53	3.374	1.988	2.336	1.577	2.435	0.881	3.223	0.875	3.357	1.565	1.223	1.021	1.09	0.354	0.371	0.423	0.458	1.067	1.113	0.4015	1.09	0.6115	0.5105	0.101	0.545	0.444	0.545	0.4945	0.51975	0.532375	0.420449817	1.00422475	0.68440825	0.83585775	0.75758275	0.796082688	0.815810828	1.26134945	0.113322	0.134466789	0.070789874	0.103700584	0.087513292	0.079218599	0.142938642
1944	899	1	30.28	29.83	31.1	13	2.116	1.988	2.023	1.542	3.432	1.583	3.38	1.988	2.191	1.501	2.47	0.835	3.125	0.846	3.316	1.536	1.409	1.125	1.264	0.446	0.487	0.452	0.405	1.153	1.142	0.4475	1.1475	0.7045	0.5625	0.142	0.632	0.49	0.632	0.561	0.5965	0.61425	0.468620904	1.34098825	0.83213125	1.07133025	0.94668975	1.00774975	1.039224938	1.405862712	0.179914	0.238461027	0.126367376	0.18477652	0.156162527	0.141412596	0.252934384
2016	899	1	29.54	26.16	34.9	13.2	2.203	2.128	2.064	1.762	3.414	1.623	3.333	2.012	2.209	1.728	2.377	0.916	3.148	0.922	3.299	1.565	1.35	1.09	1.13	0.366	0.4	0.447	0.389	1.212	1.09	0.4005	1.151	0.675	0.545	0.13	0.565	0.435	0.565	0.5	0.5325	0.54875	0.419402619	1.156225	0.723325	0.924175	0.819525	0.87079375	0.897220313	1.258207858	0.1586	0.181559394	0.097322378	0.141212862	0.119710614	0.108627244	0.199551766
1279	901	1	26.56	19.86	24.7	8.5	2.145	2.099	2.075	1.641	3.403	1.577	3.386	2.075	2.232	1.612	2.441	0.87	3.02	0.829	3.275	1.548	1.328	1.043	1.241	0.458	0.487	0.527	0.498	1.229	1.246	0.4925	1.2375	0.664	0.5215	0.1425	0.6205	0.478	0.6205	0.54925	0.584875	0.6026875	0.515744794	1.23792825	0.74972325	0.98057325	0.860071688	0.919053328	0.949496004	1.547234382	0.16893375	0.251789187	0.132729501	0.194877555	0.164458081	0.148757429	0.261380106
1335	901	1	26.14	26.57	24.1	10.6	2.191	1.965	2.133	1.641	3.322	1.612	3.252	2.023	2.238	1.565	2.423	0.91	3.061	0.904	3.252	1.594	1.189	1.014	1.061	0.324	0.4	0.429	0.411	1.055	1.119	0.391	1.087	0.5945	0.507	0.0875	0.5305	0.443	0.5305	0.48675	0.508625	0.5195625	0.409454243	0.95024275	0.677899	0.80744275	0.740756813	0.773621266	0.790412379	1.228362728	0.09638125	0.111512304	0.058470066	0.085774906	0.072318416	0.065443224	0.118391135
2394	901	1	28.32	40.97	26.8	13.2	2.139	2.197	2.139	1.687	3.548	1.629	3.594	2.093	2.249	1.664	2.516	1.003	3.183	0.986	3.409	1.635	1.409	1.16	1.455	0.51	0.533	0.458	0.464	1.194	1.107	0.49125	1.1505	0.7045	0.58	0.1245	0.7275	0.603	0.7275	0.66525	0.696375	0.7119375	0.514435797	1.53810025	1.049749	1.28760625	1.164802563	1.225235641	1.256178754	1.543307391	0.15992025	0.251225365	0.128863081	0.192037693	0.160948755	0.14503051	0.246806104
2589	901	1	27.26	23	27.2	10	2.255	2.023	2.151	1.606	3.455	1.525	3.432	1.971	2.307	1.571	2.446	0.939	3.101	0.904	3.304	1.484	1.304	0.997	1.177	0.417	0.452	0.487	0.446	1.084	1.067	0.4505	1.0755	0.652	0.4985	0.1535	0.5885	0.435	0.5885	0.51175	0.550125	0.5693125	0.471762497	1.15513825	0.65457475	0.88820175	0.765497688	0.825377078	0.856421254	1.41528749	0.17660175	0.236147087	0.12593063	0.183817805	0.155568954	0.140923476	0.249942248
1932	904	1	23.55	17	20.2	5.9	2.249	2.046	2.203	1.733	3.409	1.664	3.374	2.023	2.29	1.681	2.412	0.881	3.154	0.852	3.299	1.635	1.206	1.009	1.125	0.313	0.365	0.388	0.359	1.165	1.171	0.35625	1.168	0.603	0.5045	0.0985	0.5625	0.464	0.5625	0.51325	0.537875	0.5501875	0.373064128	1.01920275	0.70390425	0.85470775	0.776880438	0.815187703	0.834796129	1.119192383	0.10908875	0.11762656	0.061367184	0.090401762	0.076110695	0.068795495	0.122091298
2059	904	1	17.7	1.07		0.05	2.377	1.867	2.313	1.681	3.177	1.612	3.171	1.867	2.406	1.646	2.487	1.246	3.014	1.212	3.096	1.623	0.864	0.69	0.794	0.186	0.221	0.244	0.255	0.621	0.655	0.2265	0.638	0.432	0.345	0.087	0.397	0.31	0.397	0.3535	0.37525	0.386125	0.237190245	0.515737	0.322075	0.413599	0.36594475	0.389298813	0.401330641	0.711570736	0.067599	0.045934737	0.024226137	0.035529261	0.029989905	0.027136072	0.04810147
2203	904	1	23.02	9.13	27.8	5.1	2.365	1.855	2.29	1.612	3.374	1.496	3.362	1.78	2.359	1.594	2.47	0.928	3.119	0.904	3.316	1.455	1.084	0.957	0.997	0.243	0.261	0.325	0.284	0.927	0.876	0.27825	0.9015	0.542	0.4785	0.0635	0.4985	0.435	0.4985	0.46675	0.482625	0.4905625	0.291382719	0.81245325	0.62633475	0.71599675	0.670157688	0.692825203	0.704347973	0.874148156	0.06480175	0.054231715	0.028105757	0.041462468	0.034857546	0.03150001	0.05664633
2225	904	1	19.36	3.08	34.1	2.5	2.272	1.89	2.203	1.623	3.328	1.617	3.299	1.907	2.29	1.623	2.429	0.939	3.113	0.928	3.252	1.623	1.125	0.962	1.027	0.267	0.267	0.284	0.29	0.951	0.979	0.277	0.965	0.5625	0.481	0.0815	0.5135	0.432	0.5135	0.47275	0.493125	0.5033125	0.290073722	0.86893225	0.625777	0.74203675	0.682246313	0.711726391	0.726777785	0.870221165	0.08504525	0.070532948	0.03680905	0.054152685	0.045601289	0.041235275	0.074008177
2268	904	2	21.51	7.64	22.9	3.6	2.197	1.936	2.151	1.641	3.322	1.641	3.27	1.948	2.255	1.583	2.412	0.899	3.096	0.91	3.258	1.641	1.171	1.003	1.073	0.295	0.353	0.307	0.307	1.037	1.038	0.3155	1.0375	0.5855	0.5015	0.084	0.5365	0.4525	0.5365	0.4945	0.5155	0.526	0.330390827	0.94476325	0.68318725	0.80838925	0.74402425	0.77576575	0.79196725	0.991172482	0.091308	0.086422311	0.045056719	0.066322324	0.055835224	0.050482397	0.090501977
1336	906	1	27	31.25	26.2	11.4	2.226	1.977	2.116	1.658	3.432	1.612	3.397	1.983	2.232	1.606	2.417	0.8	3.101	0.777	3.357	1.594	1.316	1.125	1.171	0.319	0.371	0.389	0.371	1.177	1.206	0.3625	1.1915	0.658	0.5625	0.0955	0.5855	0.49	0.5855	0.53775	0.561625	0.5735625	0.379609112	1.16103325	0.83213125	0.98856025	0.908065688	0.947742953	0.968009098	1.138827337	0.11655775	0.124854196	0.065472322	0.096028792	0.08096694	0.073273727	0.132739152
1934	906	1	24.42	40.29	25.5	12	2.128	2.075	2.122	1.664	3.467	1.606	3.53	2	2.209	1.635	2.452	0.945	3.148	0.893	3.38	1.612	1.345	1.171	1.402	0.411	0.44	0.388	0.394	1.13	1.107	0.40825	1.1185	0.6725	0.5855	0.087	0.701	0.614	0.701	0.6575	0.67925	0.690125	0.4275184	1.41507975	1.07930325	1.24464675	1.16008275	1.201891688	1.223150953	1.282555201	0.109446	0.143550632	0.072863244	0.10901591	0.091141819	0.082053092	0.140370537
2060	906	1	21.28	17.85	30.1	9	2.272	1.832	2.238	1.623	3.241	1.507	3.241	1.803	2.313	1.559	2.464	0.997	3.009	0.991	3.171	1.519	1.003	0.858	0.969	0.209	0.273	0.284	0.296	0.835	0.812	0.2655	0.8235	0.5015	0.429	0.0725	0.4845	0.412	0.4845	0.44825	0.466375	0.4754375	0.27803095	0.72921925	0.530533	0.62663175	0.577268313	0.601621516	0.614044504	0.83409285	0.06746125	0.055240927	0.0285225	0.042247063	0.035476119	0.032022144	0.056268946
2537	906	1	27.87	25.03	27.6	10.6	2.226	2.052	2.18	1.681	3.53	1.6	3.519	1.971	2.319	1.612	2.475	0.974	3.252	0.939	3.414	1.542	1.35	1.095	1.293	0.371	0.44	0.429	0.371	1.078	1.032	0.40275	1.055	0.675	0.5475	0.1275	0.6465	0.519	0.6465	0.58275	0.614625	0.6305625	0.421758814	1.30997475	0.85326975	1.07167725	0.958409438	1.014027328	1.042598285	1.265276441	0.15586875	0.192619359	0.100504071	0.148275769	0.124818434	0.112768381	0.197217057
806	907	1	25.77	24.95	24.7	9.1	2.157	1.988	2.116	1.646	3.409	1.594	3.443	1.936	2.226	1.629	2.394	0.852	3.119	0.835	3.328	1.588	1.293	1.102	1.286	0.342	0.359	0.348	0.342	1.136	1.101	0.34775	1.1185	0.6465	0.551	0.0955	0.643	0.5475	0.643	0.59525	0.619125	0.6310625	0.364162948	1.24711075	0.90502975	1.071343	0.985906313	1.028054641	1.049556316	1.092488845	0.11436125	0.124573226	0.064008102	0.095120978	0.079772119	0.071942005	0.12493839
832	907	1	21.08	12.13	37.1	9.2	2.255	1.901	2.162	1.577	3.443	1.542	3.426	1.861	2.278	1.571	2.475	0.696	3.13	0.661	3.339	1.554	1.281	1.061	1.171	0.324	0.33	0.307	0.319	1.205	1.2	0.32	1.2025	0.6405	0.5305	0.11	0.5855	0.4755	0.5855	0.5305	0.558	0.57175	0.335103216	1.12806325	0.75978325	0.93484825	0.84429075	0.88881325	0.911641688	1.005309649	0.12881	0.123411813	0.064746968	0.095093077	0.080173445	0.072523562	0.129493936
890	907	1	16.41	1.5	53.4	1.9	2.209	1.948	2.133	1.681	3.357	1.67	3.316	1.983	2.267	1.658	2.412	0.957	3.13	0.945	3.27	1.664	1.224	1.003	1.107	0.267	0.29	0.319	0.313	0.991	1.038	0.29725	1.0145	0.612	0.5015	0.1105	0.5535	0.443	0.5535	0.49825	0.525875	0.5396875	0.311279472	1.01964825	0.66991575	0.83544475	0.749627688	0.791773078	0.813418129	0.933838416	0.12304175	0.108864548	0.057338768	0.084051858	0.070932863	0.064195203	0.114901113
1112	907	1	20.6	4.09	21.6	2	2.394	1.739	2.354	1.554	3.322	1.484	3.252	1.786	2.446	1.53	2.562	0.852	3.096	0.852	3.217	1.49	0.968	0.771	0.858	0.185	0.209	0.296	0.302	0.887	0.934	0.248	0.9105	0.484	0.3855	0.0985	0.429	0.3305	0.429	0.37975	0.404375	0.4166875	0.259704993	0.625933	0.38524825	0.49803075	0.439213938	0.468015953	0.482871754	0.779114978	0.08564575	0.062507031	0.033216853	0.048491873	0.041011846	0.03715372	0.066727887
1791	907	1	27.21	26.29	31.4	14.2	2.203	1.896	2.162	1.577	3.501	1.513	3.478	1.907	2.284	1.565	2.464	0.858	3.188	0.846	3.386	1.507	1.339	1.102	1.275	0.319	0.331	0.4	0.394	1.038	1.061	0.361	1.0495	0.6695	0.551	0.1185	0.6375	0.519	0.6375	0.57825	0.607875	0.6226875	0.378038316	1.28144275	0.858931	1.06126975	0.956589813	1.008052141	1.034441535	1.134114948	0.14462925	0.15972563	0.08323383	0.122806857	0.103352126	0.093375923	0.164026194
1219	911	1	29.94	21.37	32.4	11.2	2.157	2.081	2.093	1.606	3.397	1.583	3.351	2.058	2.191	1.571	2.412	0.719	3.084	0.69	3.304	1.577	1.304	1.113	1.194	0.475	0.51	0.481	0.475	1.362	1.368	0.48525	1.365	0.652	0.5565	0.0955	0.597	0.5015	0.597	0.54925	0.573125	0.5850625	0.508152612	1.170757	0.84027925	0.99833175	0.917025438	0.957108578	0.97757766	1.524457835	0.11541175	0.167933132	0.087618341	0.128934356	0.108566004	0.098164586	0.175940347
2398	911	1	30.77	30.22	30.8	14	2.116	2.023	2.046	1.6	3.438	1.617	3.391	2.046	2.232	1.548	2.394	0.933	3.142	0.87	3.27	1.519	1.392	1.038	1.275	0.423	0.475	0.527	0.429	1.09	1.176	0.4635	1.133	0.696	0.519	0.177	0.6375	0.4605	0.6375	0.549	0.59325	0.615375	0.485376065	1.33452225	0.72042075	1.00662975	0.855693	0.929203313	0.967427016	1.456128195	0.215055	0.29807017	0.159151171	0.232412257	0.196732111	0.17817924	0.313147649
2460	911	1	29.56	19.01	33.3	10.9	2.162	2.139	2.064	1.641	3.362	1.559	3.351	2.012	2.157	1.606	2.383	0.875	3.049	0.875	3.258	1.571	1.298	1.101	1.189	0.498	0.533	0.441	0.453	1.264	1.137	0.48125	1.2005	0.649	0.5505	0.0985	0.5945	0.496	0.5945	0.54525	0.569875	0.5821875	0.503963822	1.16046175	0.82211425	0.98375275	0.900507938	0.941523953	0.962486754	1.511891465	0.11815075	0.170514899	0.089054943	0.131007317	0.110336729	0.099772236	0.17863111
2539	911	1	28.58	27.88	33.2	13.8	2.226	2.093	2.099	1.675	3.455	1.623	3.409	2.041	2.238	1.641	2.4	0.98	3.2	0.945	3.333	1.583	1.356	1.095	1.183	0.418	0.452	0.458	0.418	1.113	1.096	0.4365	1.1045	0.678	0.5475	0.1305	0.5915	0.461	0.5915	0.52625	0.558875	0.5751875	0.457101731	1.21059325	0.76467475	0.97347475	0.864817188	0.918081578	0.945512066	1.371305193	0.15992775	0.203830118	0.108387277	0.158054837	0.133707592	0.121169068	0.219309754
185	912	1	23.92	14.85	24	6.3	2.232	1.936	2.174	1.583	3.501	1.501	3.455	1.948	2.301	1.583	2.435	0.754	3.165	0.73	3.42	1.519	1.327	1.119	1.223	0.353	0.353	0.429	0.447	1.182	1.218	0.3955	1.2	0.6635	0.5595	0.104	0.6115	0.5075	0.6115	0.5595	0.5855	0.5985	0.414166631	1.21989475	0.85454275	1.02910675	0.93912075	0.98343775	1.00610325	1.242499894	0.127192	0.151316607	0.079018023	0.116287222	0.097932599	0.088545305	0.158036047
1340	912	1	27.55	33.98	24	11.2	2.128	2.081	2.064	1.699	3.461	1.606	3.478	2.064	2.22	1.664	2.464	0.864	3.148	0.817	3.374	1.612	1.397	1.154	1.35	0.382	0.417	0.452	0.458	1.217	1.247	0.42725	1.232	0.6985	0.577	0.1215	0.675	0.5535	0.675	0.61425	0.644625	0.6598125	0.447415154	1.41501475	0.95866075	1.178029	1.064654313	1.120419016	1.148993348	1.342245461	0.15497325	0.204179695	0.106031016	0.156756569	0.131806596	0.119022007	0.208012141
1807	912	1	21.73	25.3	23.6	9.1	2.209	1.959	2.174	1.617	3.438	1.583	3.438	1.925	2.301	1.583	2.452	0.835	3.142	0.875	3.368	1.583	1.264	1.067	1.229	0.342	0.376	0.342	0.342	1.124	1.05	0.3505	1.087	0.632	0.5335	0.0985	0.6145	0.516	0.6145	0.56525	0.589875	0.6021875	0.367042742	1.16539825	0.82616425	0.99006825	0.905690688	0.947273078	0.968519066	1.101128225	0.11480175	0.124513377	0.064353604	0.095323776	0.080061261	0.072263075	0.126411447
421	914	1	29.55	36.31	28.5	13.8	2.238	2.093	2.151	1.687	3.565	1.519	3.548	1.965	2.249	1.635	2.377	0.846	3.229	0.829	3.472	1.501	1.414	1.223	1.31	0.406	0.458	0.464	0.446	1.247	1.136	0.4435	1.1915	0.707	0.6115	0.0955	0.655	0.5595	0.655	0.60725	0.631125	0.6430625	0.464432114	1.391959	1.02910675	1.20348975	1.114018188	1.158183953	1.180694348	1.393296342	0.12591675	0.168520238	0.087531172	0.129084639	0.108572639	0.098118089	0.175439347
643	914	1	23.91	32.34	25.1	11.2	2.261	2.11	2.18	1.728	3.455	1.617	3.403	2.012	2.307	1.67	2.493	0.725	3.177	0.725	3.345	1.577	1.275	1.038	1.142	0.382	0.44	0.435	0.395	1.385	1.287	0.413	1.336	0.6375	0.519	0.1185	0.571	0.4525	0.571	0.51175	0.541375	0.5561875	0.432492589	1.09645975	0.70896475	0.891751	0.796847313	0.843421516	0.867366848	1.297477766	0.13704525	0.167588716	0.088535017	0.129580159	0.109437161	0.099080982	0.177813165
1793	914	1	28.98	30.16	28.5	13	2.267	2.133	2.191	1.71	3.478	1.716	3.42	2.093	2.29	1.664	2.545	0.933	3.177	0.904	3.38	1.67	1.287	1.09	1.153	0.423	0.469	0.423	0.377	1.2	1.189	0.423	1.1945	0.6435	0.545	0.0985	0.5765	0.478	0.5765	0.52725	0.551875	0.5641875	0.442964564	1.11742225	0.786019	0.94356975	0.862368813	0.902362891	0.922814723	1.328893692	0.11706725	0.146799896	0.077010497	0.112979635	0.095263675	0.086204239	0.15556993
1339	915	1	23.88	16.67	22.2	6.3	2.307	1.971	2.191	1.629	3.461	1.623	3.368	1.988	2.272	1.606	2.464	0.864	3.113	0.835	3.374	1.594	1.27	1.102	1.061	0.342	0.365	0.394	0.365	1.107	1.153	0.3665	1.13	0.635	0.551	0.084	0.5305	0.4465	0.5305	0.4885	0.5095	0.52	0.383797903	1.02152275	0.74898475	0.87733675	0.81139675	0.84392575	0.860521	1.151393708	0.099624	0.104599513	0.055338284	0.080645918	0.068161356	0.061792134	0.114706447
1942	915	1	26.45	34.01	28	13	2.046	2	2.006	1.635	3.49	1.577	3.478	2.046	2.18	1.577	2.412	0.904	3.119	0.893	3.362	1.565	1.484	1.182	1.432	0.365	0.423	0.481	0.469	1.096	1.153	0.4345	1.1245	0.742	0.591	0.151	0.716	0.565	0.716	0.6405	0.67825	0.697125	0.455007336	1.594492	1.002421	1.285093	1.13805675	1.210149813	1.247265141	1.365022008	0.201283	0.269396648	0.140778815	0.207681387	0.174878515	0.157990768	0.274755725
2069	915	1	27.61	25.97	27.1	10.8	2.301	1.896	2.238	1.606	3.333	1.554	3.287	1.855	2.365	1.577	2.475	1.09	3.084	1.067	3.217	1.519	1.095	0.852	0.986	0.29	0.319	0.336	0.301	0.806	0.788	0.3115	0.797	0.5475	0.426	0.1215	0.493	0.3715	0.493	0.43225	0.462625	0.4778125	0.326202037	0.81272275	0.47774725	0.634543	0.552454563	0.592576141	0.61332891	0.978606112	0.11828025	0.109269691	0.058122597	0.084900013	0.071812272	0.065042677	0.115749776
911	916	1	29.28	36.96	34	16.9	2.093	2.116	2.052	1.606	3.542	1.525	3.542	2.023	2.157	1.571	2.272	0.678	3.246	0.632	3.409	1.565	1.49	1.252	1.449	0.51	0.545	0.458	0.498	1.438	1.391	0.50275	1.4145	0.745	0.626	0.119	0.7245	0.6055	0.7245	0.665	0.69475	0.709625	0.526478569	1.61967775	1.13754925	1.37031325	1.250391	1.309467063	1.339668891	1.579435707	0.163149	0.253830323	0.131285065	0.19442156	0.163319279	0.147418664	0.257683356
930	916	1	29.96	28.94	34.8	15.1	2.145	2.075	2.133	1.658	3.6	1.501	3.623	1.948	2.22	1.606	2.365	0.597	3.101	0.551	3.472	1.519	1.467	1.252	1.478	0.417	0.469	0.429	0.447	1.478	1.397	0.4405	1.4375	0.7335	0.626	0.1075	0.739	0.6315	0.739	0.68525	0.712125	0.7255625	0.461290521	1.62619975	1.18598725	1.400611	1.290410063	1.344788266	1.372519066	1.383871564	0.14614625	0.203065854	0.104061952	0.1548966	0.12981245	0.117020495	0.20224764
972	916	1	30.1	44.1	34.8	18.5	2.064	2.128	2.116	1.594	3.472	1.548	3.513	2.093	2.174	1.571	2.359	0.562	3.194	0.504	3.362	1.53	1.356	1.188	1.449	0.534	0.557	0.563	0.545	1.566	1.589	0.54975	1.5775	0.678	0.594	0.084	0.7245	0.6405	0.7245	0.6825	0.7035	0.714	0.575696854	1.47579525	1.14353325	1.30808925	1.22404725	1.26562725	1.286748	1.727090561	0.106848	0.191282188	0.096547817	0.144930532	0.120993056	0.108833907	0.184536172
2678	921	1	21.54	6.95	18	2.5	2.174	1.791	2.058	1.542	3.414	1.449	3.368	1.722	2.151	1.519	2.29	0.788	3.049	0.719	3.293	1.455	1.356	1.142	1.194	0.249	0.272	0.267	0.273	1.003	1.003	0.26525	1.003	0.678	0.571	0.107	0.597	0.49	0.597	0.5435	0.57025	0.583625	0.27776915	1.220859	0.845931	1.023337	0.93177175	0.976838813	0.999909016	0.833307451	0.133643	0.104143432	0.054865518	0.08029952	0.06778128	0.061373089	0.111365708
2716	921	1	19.64	1.81	21.8	0.9	2.203	1.867	2.151	1.617	3.461	1.571	3.414	1.849	2.296	1.583	2.446	0.806	3.107	0.812	3.328	1.554	1.31	1.032	1.211	0.25	0.284	0.295	0.278	1.061	1.037	0.27675	1.049	0.655	0.516	0.139	0.6055	0.4665	0.6055	0.536	0.57075	0.588125	0.289811922	1.19225775	0.72459225	0.94532425	0.830128	0.886518563	0.915619516	0.869435767	0.162769	0.135535038	0.071564272	0.104949519	0.088606862	0.080173058	0.14151719
2748	921	1	20.3	15.22	21.5	5.7	2.104	1.861	2.081	1.623	3.345	1.507	3.304	1.82	2.157	1.594	2.301	0.904	3.003	0.881	3.252	1.496	1.264	1.095	1.2	0.238	0.267	0.324	0.313	0.957	0.939	0.2855	0.948	0.632	0.5475	0.0845	0.6	0.5155	0.6	0.55775	0.578875	0.5894375	0.298974901	1.138624	0.84773275	0.98825625	0.916209438	0.951786578	0.969909848	0.896924703	0.09966775	0.086969183	0.044956183	0.066496372	0.0558597	0.050441297	0.089394467
2759	921	1	23.1	22.8	22.8	8.6	2.203	2	2.168	1.681	3.536	1.635	3.513	1.983	2.313	1.629	2.435	0.858	3.177	0.841	3.426	1.629	1.368	1.113	1.31	0.319	0.371	0.354	0.348	1.142	1.142	0.348	1.142	0.684	0.5565	0.1275	0.655	0.5275	0.655	0.59125	0.623125	0.6390625	0.364424748	1.344901	0.88150225	1.10322475	0.988299438	1.044746078	1.07373141	1.093274243	0.15816375	0.168873973	0.088072806	0.129954434	0.109383882	0.098820909	0.172916354
53	922	1	28.33	19.56	28.3	9.3	2.313	2.023	2.214	1.577	3.507	1.536	3.403	1.988	2.325	1.53	2.551	0.643	3.13	0.655	3.386	1.507	1.293	1.061	1.09	0.446	0.493	0.481	0.452	1.38	1.333	0.468	1.3565	0.6465	0.5305	0.116	0.545	0.429	0.545	0.487	0.516	0.5305	0.490088454	1.06732975	0.69305575	0.86757775	0.77695275	0.82142425	0.84429075	1.470265362	0.136532	0.183427366	0.097896149	0.142310415	0.120515446	0.109308839	0.20073827
682	922	2	23.46	4.91	23.7	2.2	2.151	1.913	2.145	1.519	3.38	1.53	3.426	1.925	2.29	1.554	2.487	0.852	3.072	0.835	3.287	1.536	1.235	0.997	1.275	0.394	0.359	0.389	0.395	1.061	1.09	0.38425	1.0755	0.6175	0.4985	0.119	0.6375	0.5185	0.6375	0.578	0.60775	0.622625	0.402385659	1.18136875	0.77581675	0.97270225	0.87071925	0.920825688	0.946542703	1.207156977	0.132804	0.163188309	0.083964407	0.125000904	0.104838792	0.094490634	0.160315275
1337	922	1	29.54	24.59	25	10.8	2.168	1.948	2.174	1.617	3.362	1.577	3.351	1.959	2.284	1.571	2.499	0.829	3.078	0.806	3.258	1.617	1.188	0.974	1.183	0.331	0.377	0.342	0.382	1.119	1.153	0.358	1.136	0.594	0.487	0.107	0.5915	0.4845	0.5915	0.538	0.56475	0.578125	0.374896723	1.05405925	0.70786075	0.87510175	0.788619	0.831144813	0.852944391	1.12469017	0.115667	0.129788683	0.06709058	0.09951268	0.083569892	0.075397302	0.130089538
1801	922	1	22.17	25.17	26.2	10.7	2.209	1.884	2.168	1.554	3.368	1.536	3.368	1.861	2.301	1.536	2.458	0.881	3.096	0.864	3.252	1.542	1.2	0.951	1.159	0.33	0.348	0.319	0.325	1.003	0.997	0.3305	1	0.6	0.4755	0.1245	0.5795	0.455	0.5795	0.51725	0.548375	0.5639375	0.346098791	1.04352025	0.64947775	0.83747275	0.739600188	0.787567703	0.812278035	1.038296372	0.13389975	0.136377633	0.071312791	0.105186366	0.088584867	0.080032651	0.139027625
41	923	1	29.77	35.1	25.7	11.6	2.214	2.133	2.093	1.664	3.345	1.675	3.194	2.128	2.232	1.641	2.499	0.794	3.055	0.759	3.27	1.646	1.252	1.038	0.98	0.469	0.492	0.482	0.453	1.339	1.369	0.474	1.354	0.626	0.519	0.107	0.49	0.383	0.49	0.4365	0.46325	0.476625	0.496371639	0.938716	0.614827	0.763771	0.68643675	0.724388313	0.743900766	1.489114918	0.122515	0.160769314	0.086837736	0.125224265	0.106386186	0.096700757	0.182438914
650	923	1	26.72	31.58	26.2	11.1	2.104	1.919	2.041	1.583	3.362	1.536	3.31	1.942	2.168	1.559	2.365	0.783	3.107	0.759	3.27	1.554	1.321	1.102	1.206	0.336	0.36	0.388	0.406	1.136	1.183	0.3725	1.1595	0.6605	0.551	0.1095	0.603	0.4935	0.603	0.54825	0.575625	0.5893125	0.390081088	1.19815075	0.81906175	0.999463	0.906264813	0.952114516	0.97560141	1.170243263	0.13265925	0.14787545	0.077504334	0.113859184	0.095974082	0.086812289	0.155243594
