image,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,Top_out_dia,Top_in_dia,Bottom_out_dia,Nec_H1,Nec_H2,Nec_H3,Nec_H4,Ov_H1,Ov_H2,Nec_H_avg,Ov_H_avg,Top_out_rad,Top_in_rad,Nec_thickness,Bottom_out_rad,Bottom_in_rad,Bottom_in_rad_A,Bottom_in_rad_B,Bottom_in_rad_C,Bottom_in_rad_D,FVol_A,FVol_B,FVol_C,FVol_C1,FVol_C2,FVol_C3,FVol_C4,CVol_A,CVol_B,Frustrum_Vol,Frustrum_Vol_A,Frustrum_Vol_B,Frustrum_Vol_C,Frustrum_Vol_D,Cylinder_Vol
1164,2.267,2.122,2.22,1.658,3.496,1.588,3.513,2.122,2.354,1.646,2.58,0.904,3.159,0.887,3.345,1.559,1.276,0.991,1.246,0.464,0.476,0.563,0.534,1.218,1.235,0.50925,1.2265,0.638,0.4955,0.1425,0.623,0.4805,0.623,0.55175,0.587375,0.6051875,0.533285352947,1.192647,0.71448825,0.94234575,0.8233404375,0.881573953125,0.911642566406,1.59985605884,0.16152375,0.254995057758,0.133481990449,0.196945780528,0.165890699595,0.149855548549,0.258414750084
1165,2.174,2.18,2.0,1.652,3.472,1.617,3.443,2.104,2.145,1.612,2.406,0.73,3.119,0.713,3.328,1.577,1.472,1.183,1.269,0.528,0.568,0.527,0.487,1.45,1.391,0.5275,1.4205,0.736,0.5915,0.1445,0.6345,0.49,0.6345,0.56225,0.598375,0.6164375,0.552396708256,1.41127825,0.87980725,1.12776925,0.9985681875,1.06186370313,1.09449022266,1.65719012477,0.19182375,0.293582830934,0.156609438361,0.227979679989,0.193015445511,0.17499266352,0.317888424196
1166,2.07,2.046,1.988,1.646,3.484,1.548,3.391,2.017,2.162,1.588,2.394,0.788,3.096,0.748,3.374,1.53,1.496,1.212,1.321,0.4,0.458,0.487,0.469,1.258,1.269,0.4535,1.2635,0.748,0.606,0.142,0.6605,0.5185,0.6605,0.5895,0.625,0.64275,0.474904089468,1.48981825,0.95028925,1.20375925,1.07198325,1.136611,1.1698700625,1.4247122684,0.192268,0.256224528486,0.135850588929,0.198431550223,0.167739567455,0.151944702662,0.273926578421
1167,2.319,1.965,2.214,1.606,3.403,1.583,3.333,1.948,2.33,1.594,2.516,0.846,3.084,0.806,3.293,1.565,1.189,0.963,1.014,0.359,0.371,0.383,0.365,1.119,1.142,0.3695,1.1305,0.5945,0.4815,0.113,0.507,0.394,0.507,0.4505,0.47875,0.492875,0.386939495167,0.91189075,0.57678925,0.73301175,0.65170825,0.6915619375,0.712087328125,1.1608184855,0.121588,0.12966400524,0.069215349956,0.100674885201,0.0852539194795,0.077311835193,0.141141598015
1168,2.151,2.041,2.075,1.664,3.403,1.565,3.351,1.988,2.22,1.646,2.412,0.667,3.09,0.678,3.304,1.559,1.328,1.084,1.2,0.377,0.395,0.429,0.423,1.374,1.31,0.406,1.342,0.664,0.542,0.122,0.6,0.478,0.6,0.539,0.5695,0.58475,0.425162205786,1.199296,0.781324,0.978964,0.876423,0.92676325,0.9526310625,1.27548661736,0.147132,0.177705897477,0.0936768391252,0.137273396869,0.115870625139,0.104872608918,0.187664896985
1169,2.11,2.157,2.087,1.571,3.571,1.565,3.571,2.174,2.301,1.548,2.487,0.852,3.13,0.817,3.414,1.559,1.484,1.113,1.461,0.586,0.609,0.615,0.609,1.305,1.357,0.60475,1.331,0.742,0.5565,0.1855,0.7305,0.545,0.7305,0.63775,0.684125,0.7073125,0.633292719086,1.62622525,0.91000975,1.24984575,1.0713251875,1.15843482812,1.20360262891,1.89987815726,0.24087175,0.453574061447,0.238358396963,0.351414169402,0.296248268232,0.26764382886,0.457626976526
1170,2.174,2.151,2.099,1.71,3.501,1.612,3.536,2.093,2.284,1.675,2.481,0.794,3.136,0.817,3.414,1.588,1.402,1.13,1.362,0.441,0.476,0.505,0.481,1.357,1.276,0.47575,1.3165,0.701,0.565,0.136,0.681,0.545,0.681,0.613,0.647,0.664,0.498204234982,1.432543,0.924175,1.167751,1.041339,1.103389,1.135281,1.49461270495,0.172176,0.253271090529,0.131920495789,0.194899489542,0.163985916761,0.148097187299,0.257336437087
1171,2.209,1.907,2.191,1.554,3.351,1.49,3.357,1.809,2.301,1.513,2.51,0.748,3.049,0.73,3.241,1.49,1.16,0.94,1.148,0.353,0.394,0.319,0.319,1.159,1.079,0.34625,1.119,0.58,0.47,0.11,0.574,0.464,0.574,0.519,0.5465,0.56025,0.362592152102,0.998796,0.654276,0.820156,0.734191,0.77641725,0.7980975625,1.08777645631,0.1155,0.124920248242,0.0647734620515,0.0959436964069,0.0806327895442,0.0727716783766,0.125638180703
1172,2.046,2.041,2.087,1.646,3.484,1.606,3.501,2.029,2.151,1.6,2.458,0.719,3.096,0.701,3.339,1.617,1.397,1.188,1.455,0.395,0.441,0.412,0.423,1.322,1.328,0.41775,1.325,0.6985,0.594,0.1045,0.7275,0.623,0.7275,0.67525,0.701375,0.7144375,0.437466777012,1.52531725,1.111027,1.31422725,1.2098970625,1.26137964063,1.28763281641,1.31240033104,0.13506625,0.181238220415,0.0923448619595,0.13798585283,0.115463935306,0.10397904311,0.177260991212
1173,2.139,2.128,2.058,1.722,3.513,1.606,3.496,2.064,2.226,1.623,2.377,0.806,3.241,0.806,3.368,1.588,1.455,1.142,1.357,0.406,0.505,0.476,0.458,1.322,1.258,0.46125,1.29,0.7275,0.571,0.1565,0.6785,0.522,0.6785,0.60025,0.639375,0.6589375,0.483019870489,1.48322725,0.896587,1.17382675,1.0290838125,1.09992451563,1.13649294141,1.44905961147,0.20321525,0.283358897579,0.149446589439,0.219360304365,0.185142837116,0.167479560831,0.294471011209
1174,2.162,2.11,2.099,1.641,3.484,1.542,3.501,2.052,2.267,1.6,2.47,0.893,3.125,0.875,3.345,1.565,1.385,1.078,1.339,0.469,0.51,0.487,0.51,1.217,1.177,0.494,1.197,0.6925,0.539,0.1535,0.6695,0.516,0.6695,0.59275,0.631125,0.6503125,0.517315590291,1.39141525,0.834901,1.09961175,0.9613658125,1.02901614063,1.06394578516,1.55194677087,0.18903525,0.287893497744,0.150954499852,0.222471278615,0.187474709187,0.169405059508,0.293372645819
1175,2.261,1.872,2.22,1.536,3.513,1.49,3.501,1.832,2.354,1.542,2.446,0.759,3.212,0.725,3.391,1.478,1.293,1.037,1.24,0.336,0.33,0.354,0.342,1.113,1.107,0.3405,1.11,0.6465,0.5185,0.128,0.62,0.492,0.62,0.556,0.588,0.604,0.356570766182,1.20319225,0.76600825,0.97471225,0.86626425,0.91946425,0.94683225,1.06971229855,0.14912,0.155887033843,0.0814692886574,0.120138675108,0.101169110347,0.0914104816185,0.159515497959
1176,2.133,1.884,2.093,1.629,3.438,1.554,3.409,1.89,2.214,1.594,2.388,0.765,3.101,0.701,3.322,1.554,1.345,1.108,1.276,0.255,0.29,0.336,0.336,1.119,1.189,0.30425,1.154,0.6725,0.554,0.1185,0.638,0.5195,0.638,0.57875,0.608375,0.6231875,0.318609854952,1.28835525,0.86459925,1.067412,0.9624950625,1.01407589063,1.04052453516,0.955829564855,0.14534025,0.135012837695,0.070394696835,0.103822267074,0.0873881069067,0.0789613081089,0.138920507913
1177,2.186,2.191,2.075,1.751,3.472,1.652,3.438,2.139,2.243,1.67,2.412,0.939,3.072,0.893,3.299,1.675,1.397,1.056,1.252,0.44,0.521,0.464,0.487,1.252,1.246,0.478,1.249,0.6985,0.528,0.1705,0.626,0.4555,0.626,0.54075,0.583375,0.6046875,0.500560429472,1.31703925,0.72676825,1.001188,0.8567105625,0.927132390625,0.963705972656,1.50168128842,0.20911825,0.295466305265,0.158102637349,0.230422325513,0.195171944983,0.176864657054,0.314028963091
1178,2.128,2.214,2.07,1.791,3.513,1.67,3.432,2.116,2.174,1.722,2.441,0.916,3.061,0.875,3.391,1.67,1.443,1.217,1.304,0.423,0.492,0.446,0.446,1.298,1.241,0.45175,1.2695,0.7215,0.6085,0.113,0.652,0.539,0.652,0.5955,0.62375,0.637875,0.473071493753,1.41608425,0.98877475,1.19211825,1.08725425,1.1388881875,1.16530370312,1.41921448126,0.15029,0.20214794346,0.10595193017,0.155560099291,0.131133555349,0.118637127914,0.213293744388
1179,2.099,2.075,2.093,1.652,3.409,1.652,3.386,2.064,2.191,1.612,2.388,0.684,3.159,0.655,3.333,1.664,1.316,1.142,1.287,0.423,0.463,0.4,0.412,1.391,1.409,0.4245,1.4,0.658,0.571,0.087,0.6435,0.5565,0.6435,0.6,0.62175,0.632625,0.444535360483,1.27047925,0.95349475,1.10757175,1.028641,1.0676333125,1.08748426563,1.33360608145,0.106923,0.140910818975,0.0724181442379,0.107505653642,0.0901721919491,0.0813477413457,0.142593163047
1180,2.238,2.058,2.168,1.617,3.554,1.548,3.49,2.017,2.284,1.617,2.504,0.754,3.177,0.719,3.414,1.571,1.386,1.13,1.252,0.441,0.441,0.446,0.469,1.304,1.298,0.44925,1.301,0.693,0.565,0.128,0.626,0.498,0.626,0.562,0.594,0.61,0.470453499875,1.305943,0.848599,1.064791,0.952599,1.007671,1.035975,1.41136049963,0.161024,0.215159085447,0.113450802402,0.16623192146,0.140323106315,0.127007390454,0.227262913092
1181,2.116,2.058,2.093,1.722,3.507,1.623,3.507,2.029,2.209,1.641,2.33,0.846,3.235,0.817,3.397,1.588,1.414,1.188,1.391,0.336,0.417,0.441,0.406,1.212,1.212,0.4,1.212,0.707,0.594,0.113,0.6955,0.5825,0.6955,0.639,0.66725,0.681375,0.418879020479,1.47528775,1.03814725,1.24968325,1.140723,1.1944050625,1.22184464062,1.25663706144,0.147013,0.183108984452,0.0945009919756,0.140142154767,0.117655865009,0.106162001402,0.184741984313
1182,2.023,2.052,1.919,1.542,3.432,1.496,3.461,2.012,2.11,1.536,2.429,0.696,3.078,0.719,3.345,1.571,1.513,1.235,1.438,0.51,0.516,0.441,0.516,1.356,1.293,0.49575,1.3245,0.7565,0.6175,0.139,0.719,0.58,0.719,0.6495,0.68425,0.701625,0.519148186006,1.63317675,1.07585625,1.34224975,1.20422275,1.2720286875,1.30683732813,1.55744455802,0.190986,0.289331926599,0.15103422431,0.22269069098,0.187489361526,0.169418518889,0.297450106357
1183,2.186,1.867,2.122,1.559,3.426,1.484,3.443,1.809,2.238,1.53,2.441,0.632,3.119,0.597,3.351,1.472,1.304,1.113,1.257,0.308,0.337,0.337,0.325,1.235,1.212,0.32675,1.2235,0.652,0.5565,0.0955,0.6285,0.533,0.6285,0.58075,0.604625,0.6165625,0.342171799853,1.22989825,0.89039575,1.05446475,0.9701501875,1.01173745313,1.03295859766,1.02651539956,0.11541175,0.11616818148,0.0600283964496,0.0888784620541,0.0746484725242,0.067387195305,0.118471938665
1184,2.232,2.157,2.139,1.733,3.472,1.594,3.484,2.052,2.232,1.693,2.475,0.835,3.113,0.806,3.38,1.617,1.333,1.148,1.252,0.424,0.464,0.435,0.458,1.322,1.246,0.44525,1.284,0.6665,0.574,0.0925,0.626,0.5335,0.626,0.57975,0.602875,0.6144375,0.46626470967,1.25332725,0.92032725,1.080676,0.9983625625,1.03898451563,1.05969656641,1.39879412901,0.11474625,0.15526614832,0.0805011849555,0.118881035993,0.0999404528133,0.0902831544691,0.160506380826
1185,2.22,2.017,2.122,1.617,3.449,1.513,3.432,1.93,2.243,1.583,2.493,0.812,3.13,0.788,3.357,1.536,1.327,1.114,1.212,0.4,0.434,0.394,0.417,1.205,1.142,0.41125,1.1735,0.6635,0.557,0.1065,0.606,0.4995,0.606,0.55275,0.579375,0.5926875,0.43065999293,1.20954925,0.83797075,1.015027,0.9236633125,0.968636265625,0.991654410156,1.29197997879,0.12998325,0.160023994183,0.0837729508097,0.123119635822,0.103751584148,0.0938385901865,0.167935756578
1186,2.209,1.936,2.139,1.577,3.443,1.577,3.438,1.925,2.243,1.565,2.388,0.713,3.136,0.684,3.322,1.583,1.304,1.079,1.229,0.359,0.371,0.342,0.348,1.223,1.241,0.355,1.232,0.652,0.5395,0.1125,0.6145,0.502,0.6145,0.55825,0.586375,0.6004375,0.371755130675,1.20336825,0.81389325,1.00019325,0.9038791875,0.951245203125,0.975521472656,1.11526539202,0.13404375,0.14478932952,0.0755313486749,0.111336595565,0.0937280362371,0.0847032084853,0.149494355392
1187,2.145,2.058,2.07,1.664,3.496,1.583,3.357,2.035,2.157,1.629,2.307,0.835,3.096,0.754,3.362,1.594,1.426,1.205,1.212,0.394,0.429,0.441,0.452,1.223,1.281,0.429,1.252,0.713,0.6025,0.1105,0.606,0.4955,0.606,0.55075,0.578375,0.5921875,0.449247749463,1.307683,0.90706525,1.09535725,0.9981586875,1.04599482812,1.07048525391,1.34774324839,0.14536275,0.179976622583,0.0953868653406,0.139053100795,0.117562822276,0.10656055361,0.19591166488
1188,2.07,2.041,1.954,1.559,3.443,1.565,3.351,2.07,2.151,1.554,2.342,0.852,3.072,0.823,3.287,1.571,1.489,1.136,1.281,0.482,0.487,0.499,0.505,1.189,1.247,0.49325,1.218,0.7445,0.568,0.1765,0.6405,0.464,0.6405,0.55225,0.596375,0.6184375,0.516530192128,1.44137275,0.801472,1.09666825,0.9412820625,1.01702814063,1.05636144141,1.54959057638,0.23165625,0.33052805734,0.178050281612,0.258311938896,0.219186802609,0.198869965199,0.35897234196
1189,2.186,2.035,2.075,1.606,3.577,1.646,3.53,2.099,2.22,1.588,2.528,0.713,3.171,0.748,3.472,1.623,1.502,1.252,1.344,0.429,0.447,0.476,0.453,1.322,1.351,0.45125,1.3365,0.751,0.626,0.125,0.672,0.547,0.672,0.6095,0.64075,0.656375,0.472547894977,1.520257,1.033507,1.264132,1.14491325,1.2035460625,1.23359489062,1.41764368493,0.172125,0.23001268788,0.121031329601,0.177367898955,0.149661086832,0.135461576355,0.244011919269
1190,2.186,2.272,2.029,1.704,3.67,1.652,3.478,2.255,2.174,1.699,2.464,0.794,3.096,0.725,3.478,1.641,1.641,1.304,1.292,0.568,0.573,0.614,0.603,1.478,1.53,0.5895,1.504,0.8205,0.652,0.1685,0.646,0.4775,0.646,0.56175,0.603875,0.6249375,0.61732295643,1.62057925,0.96444025,1.263612,1.1069280625,1.18349551563,1.22311012891,1.85196886929,0.24811625,0.405049667309,0.220364078119,0.317088669641,0.269821823112,0.245366812923,0.459503570965
1191,2.122,2.133,2.11,1.722,3.519,1.6,3.53,2.035,2.278,1.641,2.47,0.823,3.096,0.806,3.362,1.612,1.409,1.084,1.408,0.411,0.492,0.423,0.435,1.31,1.229,0.44025,1.2695,0.7045,0.542,0.1625,0.704,0.5415,0.704,0.62275,0.663375,0.6836875,0.461028721914,1.48790425,0.88047925,1.170948,1.0191120625,1.09337964063,1.13175122266,1.38308616574,0.20255625,0.280040371409,0.14612593484,0.216126663047,0.181887176424,0.164196775002,0.28015274716
1192,2.243,2.064,2.122,1.681,3.594,1.612,3.542,2.012,2.348,1.606,2.591,0.771,3.258,0.754,3.484,1.571,1.472,1.136,1.299,0.383,0.458,0.441,0.4,1.293,1.258,0.4205,1.2755,0.736,0.568,0.168,0.6495,0.4815,0.6495,0.5655,0.6075,0.6285,0.440346570278,1.44157825,0.82795825,1.11339025,0.96361825,1.03674025,1.07462425,1.32103971083,0.219072,0.270205462454,0.144516460206,0.21046804673,0.178269024818,0.16158693535,0.289402811532
1193,2.267,1.988,2.203,1.641,3.409,1.53,3.391,1.913,2.313,1.629,2.417,0.73,3.119,0.696,3.333,1.554,1.206,1.02,1.124,0.347,0.359,0.359,0.383,1.258,1.217,0.362,1.2375,0.603,0.51,0.093,0.562,0.469,0.562,0.5155,0.53875,0.550375,0.379085513533,1.018339,0.719251,0.862564,0.78874525,0.8251140625,0.843703890625,1.1372565406,0.103509,0.113379928072,0.0590520458706,0.0870356646228,0.0732487746596,0.0662016401183,0.117716287261
1194,2.145,2.0,2.07,1.658,3.432,1.559,3.443,1.936,2.191,1.617,2.406,0.771,3.049,0.684,3.362,1.565,1.362,1.171,1.298,0.342,0.383,0.371,0.377,1.229,1.252,0.36825,1.2405,0.681,0.5855,0.0955,0.649,0.5535,0.649,0.60125,0.625125,0.6370625,0.385630498228,1.326931,0.97324675,1.14400075,1.0563436875,1.09960220313,1.12165897266,1.15689149468,0.12095075,0.136391433543,0.0705434834485,0.104346720134,0.0876649172005,0.0791591541769,0.139926893951
1195,2.139,2.023,2.029,1.646,3.496,1.606,3.49,1.994,2.203,1.617,2.423,0.69,3.177,0.678,3.403,1.6,1.467,1.2,1.351,0.377,0.406,0.394,0.388,1.333,1.316,0.39125,1.3245,0.7335,0.6,0.1335,0.6755,0.542,0.6755,0.60875,0.642125,0.6588125,0.409716041906,1.48980175,0.978964,1.22160025,1.0958265625,1.15759951562,1.18932141016,1.22914812572,0.17802225,0.209298420986,0.109886457013,0.161417954432,0.13610858458,0.123111615511,0.218815714923
1196,2.168,2.052,2.133,1.652,3.467,1.583,3.496,2.035,2.255,1.664,2.516,0.736,3.183,0.707,3.38,1.612,1.334,1.125,1.328,0.4,0.388,0.423,0.452,1.316,1.328,0.41575,1.322,0.667,0.5625,0.1045,0.664,0.5595,0.664,0.61175,0.637875,0.6509375,0.43537238191,1.328673,0.94416525,1.13080225,1.0347536875,1.08209545313,1.10627822266,1.30611714573,0.12848275,0.16740405498,0.0861474597378,0.127964351172,0.107353053908,0.0968245439365,0.167813522706
1197,2.145,2.058,2.104,1.641,3.501,1.623,3.507,2.07,2.278,1.623,2.522,0.725,3.165,0.719,3.386,1.652,1.397,1.108,1.362,0.417,0.435,0.418,0.447,1.333,1.351,0.42925,1.342,0.6985,0.554,0.1445,0.681,0.5365,0.681,0.60875,0.644875,0.6629375,0.449509548851,1.42734175,0.89196925,1.147951,1.0147400625,1.08004051562,1.11366950391,1.34852864655,0.18098625,0.240655050942,0.125588809986,0.185468398403,0.156115221179,0.140998669829,0.244065142757
1198,2.243,2.133,2.139,1.699,3.641,1.6,3.565,2.017,2.261,1.658,2.441,0.771,3.206,0.73,3.472,1.588,1.502,1.211,1.322,0.434,0.475,0.429,0.417,1.362,1.287,0.43875,1.3245,0.751,0.6055,0.1455,0.661,0.5155,0.661,0.58825,0.624625,0.6428125,0.459457925588,1.497333,0.94450575,1.20378675,1.0688536875,1.13499707812,1.16906112891,1.37837377676,0.19737075,0.254000861493,0.134872151089,0.196868216078,0.166478111031,0.150827112921,0.2720506661
1199,2.139,1.861,2.174,1.414,3.49,1.449,3.449,1.867,2.272,1.443,2.499,0.719,3.165,0.667,3.374,1.455,1.316,1.102,1.31,0.447,0.418,0.412,0.418,1.142,1.2,0.42375,1.171,0.658,0.551,0.107,0.655,0.548,0.655,0.6015,0.62825,0.641625,0.44374996232,1.292979,0.905853,1.093531,0.99682975,1.0444648125,1.06881901562,1.33124988696,0.129363,0.171787147913,0.0885050424847,0.131416218528,0.110278161339,0.09947098462,0.172214479127
1200,2.209,2.087,2.191,1.675,3.536,1.565,3.577,2.0,2.307,1.693,2.446,0.899,3.159,0.788,3.432,1.583,1.345,1.125,1.368,0.412,0.394,0.417,0.435,1.188,1.212,0.4145,1.2,0.6725,0.5625,0.11,0.684,0.574,0.684,0.629,0.6565,0.67025,0.434063384971,1.38010225,0.96875725,1.16901225,1.06585975,1.11667975,1.1426569375,1.30219015491,0.13585,0.178549803091,0.0916264399335,0.136401163252,0.114342062028,0.103066316089,0.176902532545
1201,2.017,2.122,1.965,1.699,3.525,1.641,3.542,2.064,2.116,1.635,2.342,0.783,3.171,0.742,3.409,1.652,1.56,1.293,1.525,0.423,0.487,0.412,0.423,1.339,1.322,0.43625,1.3305,0.78,0.6465,0.1335,0.7625,0.629,0.7625,0.69575,0.729125,0.7458125,0.45683993171,1.78455625,1.22025175,1.49232475,1.3518326875,1.42096482812,1.45636631641,1.37051979513,0.19043775,0.257796829243,0.133503018503,0.197685402742,0.16610308034,0.149930266851,0.260998706115
1202,2.243,2.093,2.151,1.629,3.588,1.577,3.501,2.052,2.296,1.623,2.423,0.759,3.113,0.701,3.432,1.571,1.437,1.136,1.258,0.464,0.47,0.481,0.475,1.334,1.351,0.4725,1.3425,0.7185,0.568,0.1505,0.629,0.4785,0.629,0.55375,0.591375,0.6101875,0.49480084294,1.36381975,0.82337425,1.075537,0.9437930625,1.00824939063,1.04153928516,1.48440252882,0.19361825,0.267412888963,0.142642547705,0.207829559032,0.175936513543,0.159464645668,0.287407419926
1203,2.151,2.07,2.064,1.623,3.496,1.577,3.478,2.041,2.272,1.588,2.493,0.701,3.194,0.701,3.362,1.617,1.432,1.09,1.327,0.447,0.482,0.424,0.464,1.369,1.34,0.45425,1.3545,0.716,0.545,0.171,0.6635,0.4925,0.6635,0.578,0.62075,0.642125,0.475689487631,1.42795425,0.80799375,1.09886475,0.946119,1.0206643125,1.05930764063,1.42706846289,0.215631,0.294908692596,0.15654441564,0.229203963195,0.193743541687,0.175361316731,0.307720199722
1204,2.041,2.052,2.035,1.664,3.414,1.594,3.386,2.064,2.128,1.617,2.261,0.69,2.997,0.667,3.281,1.577,1.379,1.153,1.345,0.388,0.435,0.487,0.47,1.362,1.397,0.445,1.3795,0.6895,0.5765,0.113,0.6725,0.5595,0.6725,0.616,0.64425,0.658375,0.466002910282,1.39135525,0.96794425,1.17230475,1.06693225,1.1188204375,1.14536307813,1.39800873085,0.143058,0.197310758246,0.102078170499,0.151182062163,0.127002015778,0.114633068,0.199996333018
1205,2.128,2.157,2.029,1.687,3.513,1.623,3.397,2.122,2.168,1.67,2.33,0.638,3.171,0.614,3.368,1.617,1.484,1.2,1.269,0.47,0.487,0.505,0.499,1.519,1.508,0.49025,1.5135,0.742,0.6,0.142,0.6345,0.4925,0.6345,0.5635,0.599,0.61675,0.513388599474,1.42395325,0.89805625,1.14329025,1.01563225,1.078201,1.1104305625,1.54016579842,0.190564,0.269989524298,0.144089184494,0.209627346326,0.177505263393,0.160958973439,0.293500155211
1206,2.104,2.093,1.988,1.675,3.472,1.612,3.42,2.058,2.197,1.606,2.325,0.614,3.096,0.62,3.31,1.623,1.484,1.113,1.316,0.418,0.487,0.435,0.446,1.479,1.438,0.4465,1.4585,0.742,0.5565,0.1855,0.658,0.4725,0.658,0.56525,0.611625,0.6348125,0.467573706609,1.471764,0.79589475,1.10883325,0.9437614375,1.02414670313,1.06595231641,1.40272111983,0.24087175,0.316018690406,0.16969687602,0.246880115247,0.209294078642,0.189746873083,0.337875890895
1207,2.081,2.093,1.983,1.658,3.443,1.629,3.403,2.081,2.162,1.629,2.325,0.626,3.055,0.62,3.293,1.652,1.46,1.131,1.322,0.435,0.464,0.429,0.452,1.467,1.461,0.445,1.464,0.73,0.5655,0.1645,0.661,0.4965,0.661,0.57875,0.619875,0.6404375,0.466002910282,1.452351,0.84707325,1.13050675,0.9820249375,1.05457457813,1.09211784766,1.39800873085,0.21310975,0.282061193029,0.149980357158,0.219173313907,0.185364970236,0.167869697372,0.297929291129
1208,2.087,2.128,1.977,1.687,3.449,1.635,3.368,2.093,2.081,1.606,2.22,0.661,3.009,0.661,3.304,1.623,1.472,1.223,1.281,0.441,0.522,0.47,0.458,1.467,1.432,0.47275,1.4495,0.736,0.6115,0.1245,0.6405,0.516,0.6405,0.57825,0.609375,0.6249375,0.495062642328,1.42334425,0.95572225,1.17583825,1.0619051875,1.11790295313,1.14662841016,1.48518792698,0.16776375,0.231502182931,0.122530974352,0.178934977322,0.151212575507,0.136991674847,0.249160696086
1209,2.093,2.035,1.93,1.577,3.426,1.565,3.362,2.041,2.07,1.548,2.296,0.562,3.009,0.528,3.333,1.559,1.496,1.263,1.269,0.458,0.487,0.482,0.476,1.473,1.513,0.47575,1.493,0.748,0.6315,0.1165,0.6345,0.518,0.6345,0.57625,0.605375,0.6199375,0.498204234982,1.43670025,0.99423325,1.20206925,1.0947581875,1.14756545313,1.17460528516,1.49461270495,0.16071175,0.22043893324,0.116894157858,0.170356983656,0.144048180284,0.130576821453,0.240201823384
1210,2.22,2.07,2.041,1.617,3.554,1.6,3.49,2.064,2.174,1.577,2.377,0.62,3.136,0.603,3.443,1.6,1.513,1.269,1.27,0.453,0.493,0.464,0.464,1.45,1.461,0.4685,1.4555,0.7565,0.6345,0.122,0.635,0.513,0.635,0.574,0.6045,0.61975,0.490612052736,1.45589475,0.99125775,1.20872275,1.09626925,1.15156575,1.1799116875,1.47183615821,0.169702,0.227956512347,0.121265562299,0.176436604771,0.149307475397,0.135400616813,0.24977353972
1211,2.214,2.157,2.128,1.722,3.606,1.658,3.496,2.087,2.272,1.716,2.435,0.701,3.212,0.672,3.461,1.629,1.478,1.189,1.282,0.435,0.441,0.458,0.429,1.456,1.415,0.44075,1.4355,0.739,0.5945,0.1445,0.641,0.4965,0.641,0.56875,0.604875,0.6229375,0.46155232069,1.430701,0.89511175,1.14538575,1.0150286875,1.07890220313,1.11181772266,1.38465696207,0.19269075,0.247202461274,0.131687915766,0.191854520481,0.162373551114,0.147181316687,0.266810588514
1212,2.151,1.959,2.099,1.629,3.362,1.559,3.293,1.942,2.209,1.606,2.365,0.736,3.101,0.701,3.258,1.6,1.263,1.049,1.142,0.33,0.353,0.342,0.383,1.223,1.241,0.352,1.232,0.6315,0.5245,0.107,0.571,0.464,0.571,0.5175,0.54425,0.557625,0.368613538021,1.08541975,0.73376425,0.90063075,0.81433525,0.8567674375,0.878520203125,1.10584061406,0.123692,0.12962497802,0.0681157270774,0.0999254166477,0.0842843378874,0.0762659739886,0.136783637235
1213,2.197,2.041,2.087,1.733,3.478,1.606,3.478,1.948,2.18,1.67,2.348,0.835,3.101,0.742,3.386,1.577,1.391,1.206,1.281,0.308,0.371,0.371,0.342,1.206,1.206,0.348,1.206,0.6955,0.603,0.0925,0.6405,0.548,0.6405,0.59425,0.617375,0.6289375,0.364424747816,1.33942825,0.994357,1.16007075,1.0750748125,1.11703801562,1.13842069141,1.09327424345,0.12011125,0.12575250326,0.0653623117065,0.0963369347953,0.0810445050789,0.0732521288497,0.131314535973
1214,2.017,2.029,2.081,1.646,3.507,1.6,3.554,2.052,2.186,1.623,2.441,0.858,3.148,0.846,3.409,1.629,1.426,1.223,1.537,0.383,0.406,0.423,0.452,1.171,1.206,0.416,1.1885,0.713,0.6115,0.1015,0.7685,0.667,0.7685,0.71775,0.743125,0.7558125,0.435634181298,1.64690175,1.22669175,1.43446225,1.3280014375,1.38058795313,1.40736412891,1.30690254389,0.13443675,0.183057839323,0.0925459076578,0.138923876552,0.11601539287,0.104350775455,0.175695730568
1215,2.203,1.948,2.133,1.577,3.339,1.548,3.287,1.89,2.249,1.525,2.435,0.754,3.078,0.736,3.241,1.542,1.206,0.992,1.084,0.371,0.423,0.348,0.342,1.194,1.154,0.371,1.174,0.603,0.496,0.107,0.542,0.435,0.542,0.4885,0.51525,0.528625,0.388510291494,0.984199,0.651001,0.808612,0.72694425,0.7670625625,0.787658390625,1.16553087448,0.117593,0.129450852105,0.0682173565525,0.0999461179107,0.0843597406271,0.0763580494387,0.137058272123
1216,2.058,2.052,2.052,1.612,3.519,1.571,3.559,2.023,2.191,1.583,2.493,0.713,3.084,0.719,3.426,1.588,1.467,1.235,1.501,0.44,0.469,0.435,0.452,1.339,1.304,0.449,1.3215,0.7335,0.6175,0.116,0.7505,0.6345,0.7505,0.6925,0.7215,0.736,0.470191700487,1.65176425,1.17570025,1.40799025,1.28848125,1.34739475,1.37748225,1.41057510146,0.156716,0.223841341701,0.114620511595,0.170812651528,0.143112012781,0.128965119993,0.221059687601
