Marker,Chr,cM
100012_1743399,5,9.7755
100012_1770323,5,10.5115
100012_1814414,5,11.0005
100012_1814557,5,11.0005
100012_1831036,5,11.082
100012_1879205,5,11.409
100012_1879288,5,11.409
100012_1879308,5,11.409
100012_1879327,5,11.409
100012_1879429,5,11.572
100012_1879476,5,11.572
100012_1879508,5,11.572
100012_1879531,5,11.572
100012_1879576,5,11.572
100012_1879618,5,11.572
100012_2055817,5,13.393
100012_2072423,5,14.046
100012_2072497,5,14.046
100012_2072499,5,14.046
100012_2072529,5,14.046
100012_2084859,5,14.1275
100012_2112421,5,14.372
100012_2443598,5,19.767
100012_2470516,5,20.1755
100012_2515185,5,21.6585
100012_2519151,5,21.6585
100012_2623280,5,21.984
100012_2634717,5,22.2285
100012_2634719,5,22.3095
100012_2634721,5,22.3095
100012_2680967,5,22.5535
100012_2709311,5,23.3725
100012_2720736,5,23.6985
100012_2797977,5,24.2705
100012_2840895,5,24.596
100012_2840982,5,24.596
100012_2840984,5,24.596
100012_2841285,5,24.6775
100012_2841384,5,24.6775
100012_2841386,5,24.6775
100012_2841431,5,24.6775
100012_2841432,5,24.6775
100012_2902578,5,24.84
100012_2981284,5,26.575
100012_3102439,5,27.8915
100012_3465181,5,32.39
100012_3465203,5,32.39
100012_3465208,5,32.39
100012_3465227,5,32.39
100012_3465337,5,32.4715
100012_3659525,5,34.291
100012_3750549,5,37.741
100012_3760447,5,37.904
100012_3760692,5,37.904
100012_3760712,5,37.904
100012_3760722,5,37.904
100012_3816189,5,38.393
100012_3816248,5,38.393
100012_3816450,5,38.393
100012_3940876,5,40.212
100012_3940957,5,40.212
100012_3977406,5,42.0305
100012_3977442,5,42.0305
100012_3977449,5,42.0305
100012_3994039,5,42.356
100012_4125955,5,43.423
100012_4259473,5,44.4065
100012_4303947,5,45.308
100012_4303972,5,45.308
100012_4448709,5,47.719
100012_4448817,5,47.8005
100012_4471785,5,47.8005
100012_4623378,5,48.8665
100012_4664057,5,50.0165
100012_4664078,5,50.0165
100012_4664092,5,50.0165
100012_4664251,5,50.0165
100012_4826836,5,52.4275
100012_4826932,5,52.4275
100012_4826937,5,52.4275
100012_4850617,5,52.4275
100012_4854970,5,52.4275
100012_4926719,5,52.9175
100012_4926725,5,52.9175
100012_4926887,5,52.9175
100012_4926964,5,52.9175
100012_4962196,5,53.1615
100012_4962197,5,53.1615
100012_4962208,5,53.1615
100012_4962246,5,53.1615
100012_5162200,5,53.8155
100012_5162244,5,53.8155
100012_5162272,5,53.8155
100012_5178370,5,54.0595
100012_5178371,5,54.0595
100012_5227856,5,54.0595
100012_5299328,5,54.304
100012_5330572,5,54.3855
100012_5330636,5,54.3855
100012_5330637,5,54.3855
100012_5330640,5,54.3855
100012_5330644,5,54.3855
100012_5330655,5,54.3855
100012_5367003,5,54.7115
100012_5367023,5,54.7115
100012_5367055,5,54.7115
100012_5367062,5,54.7115
100012_5367068,5,54.7115
100012_5367097,5,54.7115
100012_5382023,5,55.2005
100012_5397595,5,55.2005
100012_5459609,5,55.2005
100012_5500380,5,55.2005
100012_5500449,5,55.2005
100012_5500450,5,55.2005
100012_5548012,5,55.3635
100012_5548015,5,55.3635
100012_5637165,5,55.771
100012_5707421,5,57.171
100012_5707422,5,57.171
100012_5707423,5,57.171
100012_5720629,5,57.171
100012_5804511,5,57.7455
100012_5815957,5,57.7455
100012_5837840,5,58.0715
100012_5837985,5,58.0715
100012_5853341,5,58.813
100012_5853342,5,58.813
100012_5853351,5,58.813
100012_5853358,5,58.813
100012_5853370,5,58.813
100012_5853376,5,58.813
100012_5853389,5,58.813
100012_5853450,5,58.813
100012_5853493,5,58.813
100012_5853516,5,58.813
100012_5853517,5,58.813
100012_5853546,5,58.813
100012_5871296,5,59.7155
100012_6057751,5,60.782
100012_6057755,5,60.782
100012_6151193,5,63.023
100012_6151231,5,63.023
100012_6151289,5,63.023
100012_6151326,5,63.023
100012_6151353,5,63.023
100012_6151373,5,63.023
100012_6151460,5,63.1045
100012_6151627,5,63.1045
100012_6161114,5,63.1045
100012_6373742,5,66.2895
100012_6576269,5,69.7335
100012_6666825,5,70.8835
100012_6666830,5,70.8835
100012_6784845,5,72.6175
100012_6804633,5,72.7805
100012_6929677,5,74.937
100012_6932090,5,74.937
100012_6932123,5,74.937
100012_6932159,5,74.937
100012_6932175,5,74.937
100012_6963597,5,75.0185
100012_6963659,5,75.0185
100012_7013583,5,75.0185
100012_7034346,5,75.0185
100012_7034355,5,75.0185
100012_7034434,5,75.0185
100012_7230504,5,75.181
100012_7230703,5,75.181
100012_7230755,5,75.181
100012_7230763,5,75.181
100012_7303794,5,75.7535
100012_7303968,5,75.7535
100012_7313038,5,75.7535
100012_7385913,5,77.6565
100012_8511699,5,87.199
100012_8553005,5,88.1
100012_8603606,5,88.426
100012_8659455,5,88.6695
100012_8734126,5,89.571
100012_8761097,5,89.897
100012_8863355,5,90.6325
100012_8863366,5,90.6325
100012_8863538,5,90.6325
100012_9211528,5,91.783
100012_9352145,5,92.3545
100012_9445014,5,92.9265
100012_9508178,5,93.4165
100012_9508180,5,93.4165
100012_9527256,5,93.4165
100012_9938134,5,99.8215
100012_10290752,5,102.318
100012_10290753,5,102.318
100012_10450418,5,103.139
100012_10556674,5,103.878
100012_10573167,5,103.878
100012_10710159,5,104.614
100012_10710281,5,104.777
100012_10747307,5,104.858
100012_10770899,5,105.184
100012_10932454,5,106.0845
100012_11056065,5,106.2475
100012_11081147,5,107.0665
100012_11081173,5,107.0665
100012_11213652,5,107.72
100012_11213668,5,107.72
100012_11213697,5,107.72
100012_11236303,5,108.21
100012_11269430,5,108.3725
100012_11269568,5,108.3725
100012_11411004,5,109.5235
100012_11411128,5,109.5235
100012_11416042,5,109.767
100012_11416112,5,109.767
100012_11475568,5,110.5035
100012_11650116,5,112.915
100012_11672578,5,113.1595
100012_11922920,5,113.813
100012_11971616,5,113.976
100012_12105464,5,114.139
100012_12399428,5,114.3825
100035_3687280,5,114.464
100035_3687053,5,114.464
100035_3194178,5,114.464
100035_3194171,5,114.464
100035_3194164,5,114.464
100035_2788610,5,114.7085
100035_2788467,5,114.7085
100035_2788413,5,114.7085
100035_2655131,5,114.7085
100035_2655128,5,114.7085
100035_2655106,5,114.7085
100035_2031589,5,116.697
100035_1450898,5,116.7785
100035_1450874,5,116.7785
100035_1394086,5,116.7785
100035_1391853,5,116.7785
100035_1391469,5,116.7785
100035_475214,5,116.86
100035_475125,5,116.941
100035_468865,5,117.1035
100035_468856,5,117.1035
100035_468848,5,117.1035
100035_468506,5,117.1035
100035_468504,5,117.1035
100035_432600,5,117.348
100035_329090,5,117.429
100035_183278,5,117.429
100035_168652,5,117.429
100035_160661,5,117.429
100048_52047,5,117.429
100048_540324,5,117.51
100048_680170,5,117.5915
100048_680171,5,117.5915
100048_680366,5,117.5915
100048_776859,5,117.6725
100048_776896,5,117.6725
100048_776926,5,117.6725
100048_777069,5,117.6725
100048_777075,5,117.6725
100048_777145,5,117.6725
100048_777146,5,117.6725
100024_8912910,5,117.9175
100024_8912887,5,117.9175
100024_8912880,5,117.9175
100024_8877567,5,117.999
100024_8750374,5,117.999
100024_8750373,5,117.999
100024_8537530,5,117.999
100024_8364301,5,118.08
100024_8310228,5,118.08
100024_8310085,5,118.08
100024_8310019,5,118.08
100024_8165124,5,118.1615
100024_8165116,5,118.1615
100024_8165115,5,118.1615
100024_8165084,5,118.1615
100024_8164989,5,118.1615
100024_7974095,5,118.6505
100024_7848294,5,118.8135
100024_7848276,5,118.8135
100024_7848168,5,118.895
100024_7848046,5,119.058
100024_7848022,5,119.058
100024_7847990,5,119.058
100024_7847983,5,119.058
100024_7847962,5,119.058
100024_7847913,5,119.058
100024_7750441,5,119.4655
100024_7750438,5,119.4655
100024_7750382,5,119.4655
100024_7750379,5,119.4655
100024_7631198,5,120.7815
100024_7535977,5,121.189
100024_7535967,5,121.189
100024_7513992,5,121.4335
100024_7503185,5,121.4335
100024_7466974,5,121.4335
100024_7431640,5,121.4335
100024_7431441,5,121.4335
100024_7418231,5,121.5145
100024_7418215,5,121.5145
100024_7405513,5,121.7585
100024_7274724,5,122.577
100024_7252016,5,122.577
100024_7036291,5,123.313
100024_6916378,5,125.048
100024_6841316,5,125.374
100024_6538189,5,125.374
100024_6417061,5,128.2135
100024_6414535,5,128.6215
100024_6400767,5,128.866
100024_6329989,5,130.5175
100024_6329902,5,130.5175
100024_5850297,5,140.6505
100024_5452352,5,145.1835
100024_5048866,5,146.918
100024_5035316,5,147.081
100024_4965314,5,148.4805
100024_4942432,5,148.5615
100024_4858194,5,151.315
100024_4837848,5,151.315
100024_4808958,5,151.8045
100024_4552968,5,153.3715
100024_4266409,5,155.8685
100024_4113313,5,156.1125
100024_3743749,5,163.0685
100024_3686859,5,163.722
100024_3686802,5,163.722
100024_3686681,5,163.722
100024_3507820,5,167.7815
100024_3437336,5,167.7815
100024_2957117,5,169.8545
100024_2957110,5,169.8545
100024_2957079,5,169.8545
100024_2957067,5,169.8545
100024_2957060,5,169.8545
100024_2957015,5,169.8545
100024_2956991,5,169.8545
100024_2956953,5,170.099
100024_2956875,5,170.099
100024_2781072,5,170.589
100024_2777480,5,170.589
100024_2773935,5,171.078
100024_2773924,5,171.078
100024_2773847,5,171.078
100024_2773830,5,171.078
100024_2773820,5,171.078
100024_2773805,5,171.078
100024_2416602,5,176.023
100024_2345639,5,177.683
100024_2345520,5,177.683
100024_2255553,5,178.999
100024_2255427,5,179.0805
100024_2255420,5,179.0805
100024_2255389,5,179.0805
100024_2255370,5,179.0805
100024_2255362,5,179.0805
100024_2255361,5,179.0805
100024_2255337,5,179.0805
100024_2255335,5,179.0805
100024_2255293,5,179.0805
100024_2226336,5,179.82
100024_2226286,5,179.82
100024_2226257,5,179.82
100024_2226175,5,179.82
100024_2226170,5,179.82
100024_2226143,5,179.82
100024_2226007,5,179.82
100024_2221657,5,179.82
100024_2221558,5,179.82
100024_2202550,5,179.9825
100024_2202424,5,179.9825
100024_2167741,5,179.9825
100024_2167709,5,179.9825
100024_2123733,5,180.064
100024_2123728,5,180.064
100024_2123719,5,180.064
100024_2123712,5,180.064
100024_2123711,5,180.064
100024_2123710,5,180.064
100024_2123709,5,180.064
100024_2123703,5,180.064
100024_2123699,5,180.064
100024_2123547,5,180.064
100024_2100493,5,180.226
100024_2100255,5,180.226
100024_2009389,5,180.552
100024_2004792,5,180.552
100024_1599855,5,186.9595
100024_1525024,5,187.613
100024_1453317,5,189.1795
100024_1453313,5,189.1795
100024_1453285,5,189.1795
100024_1453284,5,189.1795
100024_1147375,5,189.5875
100024_1129409,5,190.241
100024_1126653,5,190.241
100024_1126583,5,190.241
100024_1125776,5,190.3225
100024_880658,5,195.898
100024_854534,5,196.4695
100024_854309,5,196.4695
100024_849117,5,196.4695
100024_849106,5,196.5505
100024_849051,5,196.5505
100024_639318,5,200.885
100024_639293,5,200.885
100024_635832,5,201.211
100024_586067,5,201.701
100024_585952,5,201.701
100024_515347,5,202.4365
100024_515322,5,202.4365
100024_515071,5,202.4365
100024_512041,5,203.173
100024_496091,5,203.335
100024_459931,5,203.661
100024_379966,5,203.9055
100024_233890,5,204.232
100024_191310,5,204.395
100024_191243,5,204.4765
100024_191013,5,204.4765
100030_5528999,6,0
100030_5456264,6,0
100030_5456192,6,0
100030_5359633,6,0.49
100030_5328496,6,0.6525
100030_5122573,6,3.929
100030_5122544,6,3.929
100030_5122537,6,3.929
100030_5122512,6,3.929
100030_5122496,6,3.929
100030_5122472,6,3.929
100030_5122467,6,3.929
100030_5122417,6,3.929
100030_5122415,6,3.929
100030_5122359,6,3.929
100030_5014662,6,6.004
100030_5014445,6,6.0855
100030_5014408,6,6.0855
100030_4872795,6,11.937
100030_4611712,6,15.4675
100030_4349761,6,21.0535
100030_4310076,6,22.5365
100030_4310049,6,22.5365
100030_4309993,6,22.618
100030_4309971,6,22.618
100030_4235198,6,22.618
100030_4078187,6,25.285
100030_4078024,6,25.285
100030_4057884,6,26.768
100030_3863733,6,27.671
100030_3863595,6,27.671
100030_3644535,6,31.115
100030_3644492,6,31.115
100030_3283761,6,34.3895
100030_3283674,6,34.4705
100030_3280676,6,34.796
100030_3280667,6,34.796
100030_3280608,6,34.796
100030_3280444,6,34.8775
100030_3270428,6,35.0405
100030_3270423,6,35.0405
100030_3270375,6,35.0405
100030_3103462,6,42.089
100030_3087904,6,42.4155
100030_3087896,6,42.4155
100030_3087876,6,42.4155
100030_3087855,6,42.4155
100030_3087844,6,42.4155
100030_3087718,6,42.4155
100030_3087717,6,42.4155
100030_3087716,6,42.4155
100030_3087703,6,42.4155
100030_3087697,6,42.4155
100030_2944980,6,44.83
100030_2944960,6,44.911
100030_2875867,6,45.6475
100030_2800236,6,45.9735
100030_2800139,6,45.9735
100030_2783168,6,46.5445
100030_2783133,6,46.5445
100030_2684205,6,48.2785
100030_2576377,6,48.6045
100030_2307000,6,53.197
100030_2248675,6,54.347
100030_2248602,6,54.428
100030_2162043,6,54.7545
100030_2028030,6,56.3205
100030_1819660,6,60.0265
100030_1768078,6,60.189
100030_1621078,6,61.0075
100030_1621015,6,61.0075
100030_1620643,6,61.0885
100030_1620548,6,61.0885
100030_1525698,6,61.17
100030_1469741,6,61.7415
100030_1090182,6,65.3595
100030_1090180,6,65.3595
100030_1090100,6,65.5225
100030_718762,6,68.3615
100030_718476,6,68.3615
100030_667944,6,68.3615
100030_642009,6,68.3615
100030_603728,6,68.3615
100030_457788,6,68.606
635_23819088,6,68.687
635_23696349,6,68.8495
635_23586616,6,68.931
635_23471646,6,69.997
635_22771717,6,72.0695
635_22771552,6,72.0695
635_22771551,6,72.1505
635_22771522,6,72.1505
635_22766347,6,72.1505
635_22600202,6,74.0655
635_22600188,6,74.147
635_22600036,6,74.147
635_22600028,6,74.147
635_22600007,6,74.147
635_22599948,6,74.147
635_22472240,6,74.966
635_22472239,6,74.966
635_22470615,6,74.966
635_22452283,6,75.457
635_22452263,6,75.457
635_22452210,6,75.457
635_22240266,6,75.7825
635_21744896,6,77.6085
635_21744893,6,77.6085
635_21744883,6,77.6085
635_21744879,6,77.6085
635_21744866,6,80.361
635_21632134,6,80.6055
635_21631902,6,80.6055
635_21571889,6,81.0135
635_21571878,6,81.0135
635_21529004,6,81.0135
635_21146418,6,81.176
635_20840519,6,81.2575
635_20840298,6,81.2575
635_20781564,6,81.2575
635_20541165,6,81.2575
635_20541146,6,81.2575
635_20541139,6,81.2575
635_20276112,6,81.2575
635_20245777,6,81.2575
635_20238686,6,81.2575
635_20204927,6,81.2575
635_19497215,6,81.2575
635_19370715,6,81.2575
635_19271458,6,81.2575
635_19223469,6,81.2575
635_19176098,6,81.2575
635_19019312,6,81.2575
635_18989635,6,81.339
635_18896445,6,81.42
635_18791520,6,81.42
635_18702526,6,81.42
635_18585223,6,81.42
635_18585211,6,81.42
635_18577876,6,81.42
635_18576545,6,81.42
635_18211022,6,81.42
635_18161965,6,81.42
635_18161903,6,81.42
635_18161886,6,81.42
635_17250548,6,81.42
635_16742595,6,81.9915
635_16742529,6,81.9915
635_16742515,6,81.9915
635_16742514,6,81.9915
635_16731858,6,81.9915
635_16588030,6,82.0725
635_16398549,6,83.0575
635_16111360,6,83.3835
635_15958881,6,83.7095
635_15866008,6,83.7095
635_15840952,6,83.872
635_15840756,6,83.872
635_15840717,6,83.872
635_15538213,6,83.872
635_15389260,6,83.872
635_15308823,6,83.9535
635_15273098,6,83.9535
635_15220443,6,83.9535
635_14969221,6,84.279
635_14947896,6,84.3605
635_14947853,6,84.3605
635_14731879,6,86.2635
635_14668126,6,87.082
635_14252688,6,88.232
635_14252531,6,88.232
635_13815975,6,91.763
635_13620846,6,92.1705
635_13388552,6,95.0095
635_13018532,6,98.803
635_12995798,6,99.292
635_12977174,6,100.029
635_12819901,6,100.4365
635_12814126,6,100.4365
635_12763632,6,100.4365
635_12571793,6,100.844
635_12570134,6,101.007
635_12570070,6,101.007
635_12570045,6,101.007
635_12486997,6,101.2515
635_12486791,6,101.2515
635_12345475,6,101.7405
635_12345468,6,101.7405
635_12311493,6,101.985
635_12311491,6,101.985
635_12277453,6,101.985
635_12277427,6,101.985
635_12277236,6,102.066
635_12274387,6,102.1475
635_12274373,6,102.1475
635_12274369,6,102.1475
635_12274367,6,102.1475
635_12274362,6,102.1475
635_12274361,6,102.1475
635_12274360,6,102.1475
635_12274199,6,102.1475
635_12274177,6,102.1475
635_12274116,6,102.1475
635_12274115,6,102.1475
635_12235245,6,104.991
635_12175604,6,105.975
635_11847924,6,107.1245
635_11684148,6,107.4505
635_11684055,6,107.4505
635_11684013,6,107.4505
635_11684007,6,107.4505
635_11683990,6,107.4505
635_11683982,6,107.4505
635_11675741,6,107.694
635_11675726,6,107.694
635_11675365,6,107.694
635_11675321,6,107.694
635_11608133,6,107.694
635_11607876,6,107.694
635_11392655,6,108.431
635_11392277,6,108.512
635_10318798,6,115.282
635_10168859,6,116.769
635_10139732,6,116.932
635_10023953,6,119.176
635_10023878,6,119.176
635_10023710,6,119.176
635_10023707,6,119.176
635_10023703,6,119.176
635_10023700,6,119.176
635_10023698,6,119.2575
635_10023697,6,119.2575
635_10023687,6,119.339
635_9197028,6,128.4285
635_8314564,6,138.965
635_8314561,6,138.965
635_8314519,6,139.0465
635_8314513,6,139.0465
635_8314425,6,139.0465
635_8314423,6,139.0465
635_8314386,6,139.0465
635_8314374,6,139.0465
635_8305510,6,139.4535
635_8303342,6,139.4535
635_8294338,6,139.4535
635_8294337,6,139.4535
635_8281642,6,139.4535
635_8194387,6,140.026
635_8194342,6,140.026
635_7832450,6,142.0985
635_7832449,6,142.0985
635_7780459,6,142.5875
635_7774471,6,142.5875
635_7597371,6,143.987
635_7583400,6,144.1495
635_7577686,6,144.2305
635_7567071,6,144.2305
635_7567027,6,144.2305
635_7478092,6,145.3805
635_7462340,6,145.7065
635_7164901,6,148.203
635_7164888,6,148.203
635_7042147,6,149.2695
635_6862805,6,152.109
635_6594867,6,153.592
635_6530870,6,154.6585
635_6530440,6,154.74
635_6521573,6,155.229
635_6459005,6,156.1305
635_6452856,6,156.1305
635_6452838,6,156.1305
635_6400852,6,156.456
635_6355131,6,157.0285
635_6355120,6,157.0285
635_6355119,6,157.0285
635_6355089,6,157.0285
635_6270399,6,158.3465
635_6260880,6,158.428
635_6245964,6,158.428
635_6152778,6,160.0785
635_6152628,6,160.0785
635_6106865,6,160.404
635_6085728,6,160.8115
635_6085574,6,160.8115
635_6085552,6,160.8115
635_6043664,6,161.056
635_5949103,6,161.8755
635_5945742,6,162.2015
635_5945698,6,162.2015
635_5887610,6,163.435
635_5865400,6,164.3355
635_5865392,6,164.3355
635_5830435,6,165.9865
635_5826901,6,165.9865
635_5826812,6,165.9865
635_5826781,6,165.9865
635_5505826,6,171.75
635_5393073,6,172.404
635_5216848,6,174.484
635_5216839,6,174.484
635_5216735,6,174.484
635_5216713,6,174.484
635_5216706,6,174.484
635_5216695,6,174.484
635_5216688,6,174.484
635_5216672,6,174.484
635_5216671,6,174.484
635_5216440,6,174.7285
635_5216431,6,174.7285
635_5213422,6,178.8975
635_5213415,6,178.8975
635_5213414,6,178.8975
635_5213408,6,178.8975
635_5213407,6,178.8975
635_5213405,6,178.8975
635_5213400,6,178.8975
635_5213398,6,178.8975
635_5213323,6,178.8975
635_5213167,6,179.142
635_5213165,6,179.714
635_5213161,6,179.7955
635_5213122,6,179.7955
635_5213114,6,179.7955
635_5213098,6,179.7955
635_5213095,6,179.7955
635_5213080,6,179.7955
635_5213070,6,179.7955
635_5203802,6,183.0715
635_5191388,6,183.153
635_5191352,6,183.153
635_5170207,6,183.316
635_5110825,6,184.7995
635_5110824,6,184.7995
635_5110750,6,184.7995
635_5110611,6,184.7995
635_5110574,6,184.7995
635_5110555,6,184.7995
635_5110551,6,184.7995
635_5110542,6,184.7995
635_5077911,6,184.7995
635_5055570,6,184.7995
635_5055543,6,184.7995
635_5055504,6,184.7995
635_5055499,6,184.7995
635_5046789,6,185.044
635_5027724,6,185.2065
635_5022933,6,185.369
635_5022502,6,185.369
635_5022445,6,185.369
635_5022359,6,185.369
635_5022322,6,185.369
635_5003788,6,185.778
635_4736682,6,188.876
635_4736681,6,188.876
635_4597070,6,190.3605
635_4596873,6,190.3605
635_4575013,6,190.9315
635_4303726,6,195.2535
635_4065554,6,195.416
635_4065537,6,195.416
635_4063785,6,195.416
635_4036899,6,196.1525
635_4036894,6,196.1525
635_4036855,6,196.1525
635_4036851,6,196.1525
635_3923367,6,198.3965
635_3889299,6,198.478
635_3706788,6,199.7945
635_3706787,6,199.7945
635_3706142,6,199.7945
635_3676389,6,199.7945
635_3651577,6,201.194
635_3651493,6,201.194
635_3651447,6,201.194
635_3632800,6,201.9295
635_3632787,6,201.9295
635_3632772,6,201.9295
635_3632750,6,201.9295
635_3632557,6,202.0925
635_3592514,6,202.8285
635_3592484,6,202.8285
635_3592468,6,202.8285
635_3512258,6,203.895
635_3445713,6,204.718
635_3445656,6,204.718
635_3445638,6,204.718
635_3445635,6,204.718
635_3445618,6,204.718
635_3445614,6,204.718
635_3445350,6,204.7995
635_3411617,6,205.5405
635_3411566,6,205.5405
635_3377358,6,205.5405
635_3355202,6,206.03
635_3355154,6,206.03
635_3326615,6,206.2745
635_3194510,6,207.757
635_3161558,6,208.658
635_3150626,6,208.7395
635_3072241,6,208.9835
635_3034645,6,209.146
635_3034382,6,209.146
635_2973901,6,210.296
635_2973860,6,210.296
635_2845194,6,212.199
635_2642776,6,214.356
635_2615991,6,214.4375
635_2559110,6,214.846
635_2559105,6,214.846
635_2558906,6,214.846
635_2558903,6,214.846
635_2558888,6,214.846
635_2558885,6,214.846
635_2557227,6,215.336
635_2557165,6,215.336
635_2509270,6,216.32
635_2509244,6,216.6455
635_2509174,6,216.6455
635_2495728,6,217.218
635_1485256,6,227.2655
635_1443511,6,227.9195
635_1413626,6,228.082
635_1379653,6,228.245
635_1364257,6,228.3265
635_1364224,6,228.3265
635_1364054,6,228.3265
635_1351909,6,228.3265
635_1325934,6,228.4075
635_1312815,6,228.6515
635_1138722,6,229.801
635_1138714,6,229.801
635_1138618,6,229.801
635_1138605,6,229.801
635_1008095,6,231.034
635_1006514,6,231.2785
635_962208,6,232.18
635_825458,6,233.579
635_801406,6,233.9045
635_801368,6,233.9045
635_786965,6,233.986
635_715315,6,234.0675
635_697076,6,234.0675
635_622794,6,234.0675
635_605773,6,234.2305
635_426318,6,235.63
635_425387,6,235.63
635_425315,6,235.63
635_296350,6,236.284
635_275000,6,236.6915
635_274992,6,236.6915
635_274957,6,236.6915
635_274939,6,236.6915
635_106536,6,236.854
635_69930,6,237.017
100001_29720559,7,0
100001_29695547,7,0.163
100001_29695537,7,0.163
100001_29695476,7,0.163
100001_29695409,7,0.3255
100001_29695336,7,0.3255
100001_29695313,7,0.3255
100001_29577132,7,0.3255
100001_29576942,7,0.3255
100001_29576904,7,0.3255
100001_29568386,7,0.3255
100001_29327100,7,1.5585
100001_29210600,7,2.2125
100001_28992547,7,3.5295
100001_28841943,7,4.762
100001_28841882,7,4.762
100001_28841855,7,4.762
100001_28841826,7,4.762
100001_28839043,7,4.8435
100001_28839025,7,4.8435
100001_28838999,7,5.2525
100001_28838963,7,5.2525
100001_28838913,7,5.2525
100001_28838863,7,5.2525
100001_28838831,7,5.2525
100001_28838829,7,5.2525
100001_28838795,7,5.2525
100001_28838789,7,5.2525
100001_28838787,7,5.2525
100001_28838762,7,5.2525
100001_28808404,7,6.571
100001_28808386,7,6.571
100001_28808278,7,6.571
100001_28808269,7,6.571
100001_28808253,7,6.571
100001_28808252,7,6.571
100001_28797243,7,7.1425
100001_28719205,7,11.1285
100001_28719200,7,11.1285
100001_28719199,7,11.1285
100001_28719177,7,11.1285
100001_28719159,7,11.1285
100001_28719103,7,11.1285
100001_28719075,7,11.21
100001_28707207,7,13.6295
100001_28707190,7,13.6295
100001_28688167,7,13.8735
100001_28570376,7,14.446
100001_28570366,7,14.446
100001_28570365,7,14.446
100001_28570325,7,14.446
100001_28570288,7,14.446
100001_28570270,7,14.527
100001_28568009,7,15.0175
100001_28567972,7,15.0175
100001_28567971,7,15.0175
100001_28567965,7,15.0175
100001_28567951,7,15.0175
100001_28567943,7,15.0175
100001_28320681,7,15.754
100001_28297445,7,15.917
100001_28139958,7,16.4885
100001_28139884,7,16.4885
100001_28139865,7,16.4885
100001_27995203,7,17.555
100001_27962954,7,17.963
100001_27962850,7,17.963
100001_27798313,7,18.617
100001_27798288,7,18.617
100001_27458856,7,23.5625
100001_27458850,7,23.5625
100001_27458790,7,23.5625
100001_27447826,7,23.7255
100001_27447825,7,23.7255
100001_27447821,7,23.7255
100001_27414362,7,24.0515
100001_27414324,7,24.0515
100001_27414303,7,24.0515
100001_27289725,7,25.6185
100001_27200776,7,26.4365
100001_27041321,7,28.7635
100001_27034831,7,29.336
100001_26975269,7,30.4035
100001_26972484,7,30.894
100001_26972483,7,30.894
100001_26972459,7,30.894
100001_26972416,7,30.894
100001_26809494,7,34.164
100001_26752147,7,36.7465
100001_26752133,7,36.7465
100001_26677784,7,38.649
100001_26468601,7,41.146
100001_26468520,7,41.146
100001_26388502,7,42.545
100001_26388500,7,42.545
100001_26388365,7,42.545
100001_26388345,7,42.708
100001_26233525,7,45.3755
100001_26233467,7,45.3755
100001_26134934,7,47.0265
100001_25623763,7,52.883
100001_25178530,7,55.2135
100001_25178504,7,55.2135
100001_25107554,7,55.95
100001_25020007,7,56.768
100001_25019995,7,56.768
100001_25019914,7,56.768
100001_25019896,7,56.768
100001_25018570,7,56.931
100001_25018383,7,56.931
100001_24463760,7,65.499
100001_24417830,7,65.58
100001_24378090,7,66.3985
100001_24270269,7,66.7245
100001_24270222,7,66.7245
100001_24270219,7,66.7245
100001_24270117,7,66.7245
100001_24156867,7,67.296
100001_24156613,7,67.296
100001_24079559,7,68.032
100001_24047934,7,68.853
100001_23984585,7,70.4215
100001_23978125,7,70.5025
100001_23978113,7,70.5025
100001_23950536,7,71.239
100001_23950534,7,71.239
100001_23950533,7,71.239
100001_23950531,7,71.239
100001_23950463,7,71.239
100001_23920780,7,71.8105
100001_23639579,7,76.398
100001_23639567,7,76.398
100001_23613653,7,77.052
100001_23613464,7,77.052
100001_23613449,7,77.052
100001_23613445,7,77.052
100001_23478783,7,78.452
100001_23478524,7,78.452
100001_23473035,7,78.696
100001_23473005,7,78.696
100001_23473004,7,78.696
100001_23428770,7,79.846
100001_23306451,7,80.4995
100001_23149297,7,80.744
100001_23132909,7,80.8255
100001_23114717,7,80.8255
100001_23073221,7,80.8255
100001_22938892,7,81.07
100001_22305509,7,83.566
100001_22305467,7,83.566
100001_22305412,7,83.566
100001_22305344,7,83.566
100001_22305331,7,83.566
100001_22305320,7,83.566
100001_22172436,7,84.7995
100001_21898962,7,89.655
100001_21426638,7,90.7245
100001_21048152,7,90.9695
100001_21010894,7,91.0505
100001_20835562,7,91.377
100001_20835551,7,91.377
100001_19862206,7,91.5395
100001_19853316,7,91.5395
100001_19816371,7,91.5395
100001_19816341,7,91.5395
100001_19809850,7,91.5395
100001_19707220,7,91.5395
100001_19219831,7,92.111
100001_19160345,7,92.111
100001_19160106,7,92.111
100001_18861746,7,92.111
100001_18620119,7,92.111
100001_18620113,7,92.111
100001_18521419,7,92.111
100001_18521376,7,92.111
100001_18342740,7,92.111
100001_18085471,7,92.111
100001_18085450,7,92.111
100001_18083902,7,92.111
100001_18083696,7,92.111
100001_17840479,7,92.111
100001_17602486,7,92.111
100001_17549976,7,92.111
100001_17549923,7,92.111
100001_17459800,7,92.111
100001_17459769,7,92.111
100001_17140855,7,92.111
100001_16915019,7,92.111
100001_16775419,7,92.111
100001_16738284,7,92.111
100001_16716675,7,92.111
